,model,alpha,length,diff_coef,loc_error,UCL,eduN,HNU,FCI,Erasmus MC,BIT,WUST ML B,UPV-MAT,TSA,DecBayComp,TA-MSD
1373,2.0,0.25,395,1.2727353686538294,1.5,0.3,0.31365,0.3078371,0.21125612,0.2226272225379943,1.0553,0.31015414,0.291,0.63937,0.5298496,0.14717
1374,4.0,0.05,305,-0.12645934068064704,5.5,0.1,0.10379,0.1895587,0.20542824,0.2536123394966125,0.17488,0.612447,0.163,0.3605,0.31762904,0.84399
1375,1.0,0.55,781,-0.17293283827287687,2.0,0.15,0.30165,0.34398496,0.33219296,0.242804542183876,0.29867,0.37111914,0.459,0.26898,0.552295,0.76132
1376,2.0,1.3,443,-0.17680801558647308,6.0,1.125,1.23525,1.1718024,1.0788167,1.4640014171600342,1.099,1.1854997,0.624,0.90236,0.98551583,0.89878
1377,3.0,1.9500000000000002,213,0.5417699632508861,1.5,1.925,1.88557,1.7966613,1.8547865,1.8079466819763184,1.8809,1.7368119,1.862,1.70269,1.7572829,1.70582
1378,4.0,0.05,298,0.9915053931624956,1.0,0.1,0.16704,0.37869984,0.2549661,0.2928528487682342,0.16941,0.33539248,0.074,0.36125,0.27510604,0.70667
1379,4.0,1.1,669,-0.6017418023643001,2.0,0.9,0.84359,0.84966445,1.0834866,0.961420476436615,1.1474,1.0434401,0.941,1.34574,0.9280687,0.8579
1380,4.0,1.35,154,0.3008225635940839,6.0,1.325,1.01939,1.0196593,1.2535926,0.8574714064598083,0.96683,1.1103847,1.05,1.20582,1.6735268,0.98681
1381,2.0,1.8,412,0.2458103868887433,6.0,1.875,1.86282,1.8572079,1.6784168,1.7640061378479004,1.8152,1.7465346,1.798,1.69221,0.6764214,1.79582
1382,4.0,0.4,60,-1.353091756298553,1.0,0.25,0.59713,0.49305588,0.60265815,0.4702057242393493,0.42392,0.7550384,0.915,0.50377,0.6154930000000001,0.97859
1383,0.0,0.35000000000000003,179,-1.5554183870343623,1.5,0.3,0.40042,0.39357463,0.46274316,0.3640470504760742,0.59906,0.4526736,0.334,0.5,0.29316783,0.56169
1384,3.0,1.35,514,-0.6807325081496217,5.5,1.275,1.4062,1.5054319,1.4072118,1.6610832214355469,1.1487,1.2321131,0.274,1.10285,1.2234713,1.16301
1385,4.0,1.2000000000000002,436,0.68597034842009,5.5,1.325,1.29218,1.116842,1.3868674,1.195642352104187,1.354,1.1503695,1.028,1.12022,0.7593483,0.80019
1386,3.0,1.2000000000000002,286,-1.310635534084487,6.0,1.475,1.48574,1.5453123,1.4675148,1.3699402809143066,1.4381,1.3659506,1.353,1.14867,1.5087631,1.36857
1387,4.0,0.55,790,-0.15786980726934993,1.5,0.5,0.49876,0.6581208,0.43555814,0.2813402712345123,0.48194,1.1619563,0.427,0.56081,0.8605108,0.83959
1388,2.0,1.1,674,0.16067441210342237,1.0,1.125,0.95818,1.097316,1.0151318,0.8034761548042297,1.2114,1.1881104,0.611,1.41882,1.6850601000000005,1.12242
1389,2.0,1.0,199,-0.7891691915075373,1.5,1.125,1.13466,1.0379684,1.0456693,0.851870596408844,1.176,1.1668657,1.005,1.3807,1.5822543,0.90411
1390,3.0,1.2000000000000002,930,0.790179017920811,10.0,1.275,1.23099,1.4760431,1.1026434,1.3508665561676023,1.5345,1.2992548,1.591,1.08464,1.2230471,1.37682
1391,3.0,1.2500000000000002,444,-0.5867622828413896,1.5,1.125,1.18948,1.1533805,1.2194808,1.2731382846832275,1.3524,0.9435096,0.278,0.95582,0.77051675,0.92954
1392,4.0,1.3,382,1.9406422335667821,2.0,1.175,1.13857,1.0944494,1.0729774,0.8083943724632263,0.97777,0.989382,1.332,1.22119,1.3991474,0.89191
1393,2.0,0.45,15,-0.005621360665089988,6.0,0.6,0.73925,0.6593951,0.9027655,0.896320104598999,0.5447,0.98228407,0.504,0.77372,1.1892704,0.38816
1394,3.0,1.2000000000000002,15,1.9152713824726104,1.5,1.475,0.81481,1.4988331,1.6106074,1.7055749893188477,1.9042,1.635472,1.246,1.26377,1.4788344999999998,1.80916
1395,4.0,0.9000000000000001,78,-0.045051625635536774,1.5,0.8,0.95728,0.95799345,0.87397885,0.7674883008003235,0.84626,0.9020993,1.016,1.0345,0.6350369,0.60188
1396,1.0,0.2,697,-0.0018809497327981993,1.5,0.35,0.29124,0.3117062,0.33219296,0.2552174627780914,0.58655,0.41286844,0.246,0.91267,0.52956903,0.75437
1397,4.0,0.4,619,-0.6651794804716341,6.0,0.35,0.37651,0.42985877,0.25487387,0.2692237794399261,0.33938,0.64014673,0.245,0.38655,0.47507653,0.98324
1398,0.0,0.35000000000000003,257,0.21402566403984477,10.0,0.3,0.31724,0.46628776,0.33219296,0.2974623739719391,0.71195,0.30489242,0.238,0.34868,0.40477642,0.56981
1399,0.0,0.6500000000000001,848,0.12692003540599017,1.5,0.4,0.6104,0.57417196,0.48050407,0.501391589641571,0.68926,0.47204643,0.551,0.45326,0.18354812,0.86809
1400,3.0,1.3,946,0.6777620106884326,2.0,1.275,1.26012,1.3201532,1.2344993,1.2770167589187622,1.3241,1.2726855,1.286,1.07903,1.2427739,1.18652
1401,2.0,0.3,542,0.06003234072000752,5.5,0.35,0.36962,0.39982465,0.2183147,0.2113241404294967,0.37877,0.34104818,0.252,0.39393,0.62757915,0.19993
1402,2.0,0.6000000000000001,681,-1.5989618794757923,1.0,0.5,0.51749,0.5288212,0.34644732,0.3726439476013183,1.3095,0.70651627,0.638,0.57236,0.50765526,0.33257
1403,0.0,0.5,886,1.3988424493720444,10.0,0.4,0.32993,0.38128966,0.8332755,0.2749513685703277,0.66966,0.37648094,0.342,0.5,0.5451484000000001,0.2459
1404,3.0,1.3,488,-0.45613082930656434,5.5,1.525,1.36179,1.0890483,1.540032,1.4803955554962158,1.3729,1.6179996,1.538,1.47227,0.42346817,1.63955
1405,3.0,1.9000000000000001,668,2.3933973190401256,5.5,1.925,1.85753,1.9969991,1.9656643,2.0,1.99,1.9035597,1.983,1.37051,1.6906912,2.0
1406,1.0,0.6500000000000001,709,-1.248505792718474,5.5,0.4,0.44667,0.3542628,0.33219296,0.3340527415275574,0.3083,0.33442175,0.457,0.35119,0.3417179999999999,0.70601
1407,3.0,1.4500000000000002,599,0.005054051108989881,5.5,1.375,1.40392,1.491011,1.4864548,1.718806266784668,1.579,1.555779,1.442,1.55973,1.8224548,1.641
1408,1.0,0.05,832,-0.5608668127610694,6.0,0.1,0.16612,0.16877191,0.13917974,0.2099678665399551,0.14375,0.16845936,0.201,0.66121,0.41181073,0.01283
1409,4.0,0.6500000000000001,788,0.19896329722426873,6.0,0.7,0.79302,0.84549737,0.7453743,0.644935667514801,0.79588,1.2106237,0.753,0.89946,0.8419194999999999,1.18547
1410,3.0,1.7000000000000002,666,0.7543000707656006,2.0,1.575,1.61278,1.5368657,1.5097531,1.693578004837036,1.5278,1.4925747,1.422,1.07174,1.2813562,1.27316
1411,1.0,0.15000000000000002,934,-0.15054189496343465,5.5,0.1,0.18733,0.16347545,0.13790968,0.2082824110984802,0.18028,0.19483793,0.201,1.0566,0.17219812,-0.00036
1412,2.0,0.1,55,-1.1303230737502765,6.0,0.1,0.25431,0.27412707,0.64576685,0.2598030567169189,0.34354,0.5440137,0.376,0.69482,0.43428653,0.1003
1413,1.0,0.6000000000000001,560,0.6186965307448891,1.5,0.7,0.73513,0.75166166,0.76287925,0.6720452904701233,0.96642,0.5718227,0.697,0.44869,0.37683102,0.83012
1414,4.0,0.55,636,0.772749767971172,1.0,0.5,0.41237,0.5486911,0.63417196,0.5961800217628479,0.69556,1.0209048,0.491,0.67916,0.28943676,0.64425
1415,2.0,0.35000000000000003,715,-0.1913427742292135,1.0,0.3,0.26478,0.30386686,0.18421808,0.2248237878084182,0.25199,0.37951177,0.282,0.83732,0.46763486,0.24867
1416,2.0,1.4500000000000002,282,-1.3520016662849337,5.5,1.525,1.469,1.5338227,1.3851441,1.4988449811935425,1.5117,1.4629766,1.421,1.57605,1.0508302,1.33505
1417,1.0,0.9000000000000001,685,-0.18453467723014796,1.5,0.9,0.796,0.80355304,0.77041185,0.8234302401542664,0.91893,0.6321096,0.815,0.6035,0.8308515,0.76046
1418,1.0,0.5,973,-0.357619731719589,6.0,0.55,0.6051,0.57231283,0.6836988,0.5651339888572693,0.74739,0.5332492,0.576,0.47828,0.72862595,0.81284
1419,4.0,1.05,132,-0.5092690116569596,2.0,1.325,1.0896,1.0981276,1.3000383,1.169003963470459,0.97102,1.3597755,0.375,1.39845,1.0596492,1.17893
1420,1.0,1.0,19,-1.26546933832276,10.0,0.75,0.76041,0.69017756,0.60755134,0.6988635063171387,0.84629,0.9495477,0.658,1.32464,0.50185037,0.81275
1421,3.0,1.4000000000000001,274,-0.5217133960364679,2.0,1.525,1.54338,1.3909922,1.544012,1.6208233833312988,1.6807,1.4448081,1.298,1.56429,1.6153345,1.4515
1422,2.0,0.9000000000000001,240,-2.4142215566231466,10.0,0.95,0.88957,0.84289867,0.8373918,0.98380845785141,1.0405,0.88401866,0.334,1.32475,1.0657723999999995,0.7413
1423,4.0,1.4500000000000002,105,-2.6730904230965957,5.5,1.075,0.91685,0.8851507,1.3477323,1.0843905210494995,1.1989,1.1186448,0.381,1.20894,0.61017203,0.40113
1424,2.0,0.4,648,-0.844190323790905,1.5,0.3,0.31789,0.4014782,0.26791304,0.2199819982051849,0.24569,0.46263474,0.289,0.69786,0.67159975,0.18459
1425,4.0,0.6500000000000001,435,-0.1423578197294759,2.0,0.7,0.66218,0.6940485,0.6540078,0.6545496582984924,0.80086,0.9849834,0.526,0.84619,0.69988596,0.83432
1426,4.0,0.45,275,-0.0010700668355062245,2.0,0.5,0.55601,0.5924912,0.63137305,0.5992385149002075,0.54588,0.82215786,0.429,0.56041,0.80590594,0.99953
1427,1.0,0.7500000000000001,105,0.25559147452593356,1.0,0.65,0.71908,0.6794273,0.71883976,0.8942733407020569,1.7975,0.54839414,0.733,1.31804,0.9443454,0.66728
1428,2.0,1.0,556,-1.482589790734561,2.0,1.075,0.96269,0.9092445,0.9768257,0.893009603023529,0.79219,1.1417099,0.88,1.04555,1.2175652,0.93307
1429,4.0,1.1500000000000001,798,0.6011195470223933,1.0,1.025,0.77832,0.8709985,1.0159868,0.7278414368629456,1.0487,1.1222571,0.982,1.0013,0.98270524,0.89397
1430,0.0,0.9500000000000001,862,-0.7405862188683184,6.0,0.95,0.75706,0.77181935,0.636871,0.6866256594657898,0.53484,1.182275,0.776,0.78612,1.2533908,0.84867
1431,3.0,1.4000000000000001,588,-0.010197592475989848,6.0,1.425,1.48734,1.637161,1.3390578,1.4698344469070437,1.4948,1.5424573,1.32,1.04429,1.342391,1.30669
1432,4.0,1.6500000000000001,259,-2.4178816971196695,10.0,1.425,1.54664,1.4628257,1.5334237,1.6784716844558716,1.5337,1.1345959,0.822,1.4316,1.5558276000000002,0.9551
1433,2.0,1.6,954,0.19515209002940842,1.0,1.625,1.52711,1.5407884,1.4846174,1.7075226306915283,1.6851,1.6204731,1.431,1.80946,1.1834366000000005,1.61004
1434,2.0,1.7000000000000002,235,0.009670457672684445,1.5,1.625,1.41049,1.5186921,1.5509433,1.31353497505188,1.6043,1.553216,0.328,1.23527,1.5561401,1.60549
1435,2.0,1.4500000000000002,956,0.6584728771671955,1.0,1.325,1.45249,1.4487009,1.3907117,1.3851085901260376,1.5808,1.2571684,1.603,1.32003,0.9025339,1.18715
1436,2.0,1.6500000000000001,815,0.9523433067761135,6.0,1.675,1.68396,1.7148901,1.607473,1.770024299621582,1.7198,1.7338066,1.798,1.65771,1.2930851,1.78569
1437,4.0,1.55,664,0.762939051877916,5.5,1.675,1.56689,1.5876671,1.522388,1.6708251237869265,1.3034,1.1121593,1.41,1.08924,0.8384388,0.84745
1438,3.0,1.3,844,-0.4106734387503009,1.0,1.175,1.25073,1.2419034,1.2659929,1.2618956565856934,0.8366,1.2293303,1.116,1.17406,0.9436743,1.14085
1439,1.0,0.7500000000000001,531,-0.16470539343769786,1.5,0.75,0.72226,0.7118477,0.79675305,0.7742121815681458,0.6106,0.6170986,0.767,0.91759,0.615758,0.82008
1440,3.0,1.35,599,1.5948178531091814,5.5,1.475,1.44355,1.4715908,1.5074645,1.5822393894195557,1.1366,1.4675816,1.594,1.32841,1.1092917,1.28866
1441,2.0,0.1,222,-0.5716749793195294,5.5,0.1,0.19075,0.18039292,0.26894566,0.2153468430042266,0.16017,0.22913688,0.262,0.54665,0.46774736,0.08318
1442,1.0,0.45,667,1.5760265114782523,5.5,0.5,0.46486,0.43021226,0.33219296,0.4910036325454712,0.63126,0.49813265,0.427,0.40594,0.69361585,0.85735
1443,4.0,0.35000000000000003,147,-0.10456388704151418,5.5,0.65,0.55086,0.76963824,0.75283825,0.6997418999671936,0.43619,0.69973516,0.581,0.7328,0.7182378,0.75535
1444,2.0,0.25,719,-0.21421402549341956,10.0,0.35,0.43233,0.4046337,0.36780366,0.237404465675354,0.34988,0.35686988,0.344,0.38223,0.3218835,0.25867
1445,3.0,1.4000000000000001,666,0.24721561809640305,2.0,1.525,1.52472,1.593556,1.3798612,1.405655860900879,1.3712,1.4909128,1.499,1.59564,1.5019299,1.4805
1446,4.0,1.0,186,0.4007945620917009,1.5,0.85,0.80567,0.872148,0.81639194,0.7262253165245056,0.42249,1.1604203,0.623,0.82863,0.5050791,0.77154
1447,2.0,1.55,644,-1.4593339172509148,1.5,1.525,1.48569,1.5606656,1.5456023,1.521710991859436,1.5457,1.6382657,1.527,1.49315,1.1007223999999998,1.53007
1448,4.0,0.8,844,-1.5071396638475723,6.0,0.75,0.76587,0.7996151,0.9033245,0.714701235294342,0.87582,1.1645365,0.709,1.03745,0.8646503000000001,1.05197
1449,4.0,1.1,446,0.8384092373687757,10.0,0.95,0.87878,0.94712704,0.9391414,0.8317826986312866,1.0656,1.1984361,0.488,1.03062,1.1882899,0.97735
1450,2.0,1.4000000000000001,930,0.5488172670646223,6.0,1.325,1.34544,1.3705196,1.3810087,1.3994998931884766,1.4381,1.408,1.402,1.28975,1.6965926,1.28242
1451,2.0,1.6,515,0.1302200596462435,5.5,1.575,1.69547,1.5915821,1.5824763,1.5217669010162354,1.737,1.5480576,0.561,1.26356,1.7854866000000005,1.4447
1452,2.0,1.5000000000000002,492,-0.3477304960449236,1.5,1.675,1.55461,1.5955479,1.4030017,1.6284724473953247,1.3835,1.4289024,1.44,1.62221,0.89101875,1.39969
1453,3.0,1.55,998,-1.4000829963412629,1.5,1.825,1.82542,1.6378103,1.5545988,1.621791124343872,1.8797,1.5450265,1.637,1.25013,1.6850476000000003,1.48987
1454,0.0,0.1,502,0.39449202173043296,2.0,0.15,0.31163,0.29165214,0.30977508,0.2970400154590606,0.97976,0.6548225,0.16,0.23899,1.022065,1.32267
1455,4.0,1.8,670,0.8810758702800249,10.0,1.875,1.79229,1.7355424,1.7576269,1.83772873878479,1.728,1.2647123,1.598,1.22673,0.64479756,1.0438
1456,2.0,0.8,836,0.13210388778345108,5.5,0.9,0.80912,0.74598444,0.81655324,0.7073796391487122,0.91089,1.1343195,0.385,1.07925,0.8608813,0.80918
1457,1.0,0.6500000000000001,274,-0.3243943079215872,5.5,0.45,0.62514,0.6058133,0.53398144,0.8153831958770752,0.92523,0.47160834,0.675,0.48118,0.4469018,1.02592
1458,4.0,1.6,998,-1.8219769455569976,5.5,1.475,1.62613,1.484552,1.6263907,1.7407902479171753,1.6506,1.1503695,1.67,1.31569,0.50367737,0.87234
1459,3.0,1.5000000000000002,348,-1.9176735631712265,5.5,1.225,1.44505,1.3670939,1.3513979,1.4875154495239258,1.0563,1.1527799,0.325,1.02268,0.9349448,1.01335
1460,2.0,0.7500000000000001,42,-0.5669037115236724,5.5,1.0,1.04883,1.0554818,1.0324659,0.8931397795677185,0.92259,1.0726933,1.076,0.88451,1.0077133,0.79549
1461,1.0,0.35000000000000003,831,0.5413572921577953,1.0,0.3,0.38095,0.3359317,0.33219296,0.3046239614486694,0.060899,0.38504285,0.209,0.5,0.67759323,0.25953
1462,3.0,1.6,549,0.9073884425244332,5.5,1.275,1.27844,1.30295,1.2339133,1.2630995512008667,1.3362,1.2594252,1.266,1.07199,1.3790376,1.21006
1463,4.0,1.4500000000000002,576,0.4083689801372528,1.5,1.325,1.51857,1.4160041,1.716492,1.7890468835830688,0.25053,1.1753398,0.427,1.59656,0.5552853,1.017
1464,2.0,1.5000000000000002,302,0.6215272296531515,1.0,1.525,1.5874,1.548334,1.3136308,1.3892923593521118,1.4503,1.2869515,0.293,1.59406,0.6558541,1.18112
1465,1.0,0.55,600,-0.3222175026221604,6.0,0.1,0.15567,0.16944055,0.14652225,0.2109590768814087,0.16637,0.18407714,0.123,1.03218,0.64750713,0.00721
1466,4.0,1.55,975,0.3316654380863055,6.0,1.475,1.50761,1.4697676,1.642968,1.718333125114441,1.6154,1.169165,0.581,1.35881,1.2526985000000002,0.97712
1467,4.0,0.8500000000000001,960,-1.153430687401619,1.5,0.9,0.74362,0.8165441,0.7486761,0.764637291431427,0.79284,1.1446431,1.003,1.05029,1.0769289,1.09722
1468,4.0,1.0,939,0.06513796960012935,1.0,0.95,0.70495,0.8051798,0.78929454,0.6795515418052673,0.93858,1.1265526,0.893,0.96907,1.6427699,0.81221
1469,3.0,1.9000000000000001,102,-0.3725482464494603,1.5,1.525,1.52503,1.3671956,1.5167404,1.509571552276611,1.4539,1.5296361,1.423,1.49327,1.4747769,1.41996
1470,1.0,0.8,986,0.40139137456877716,5.5,0.9,0.90148,0.92443687,0.873279,0.849591076374054,0.58581,0.88641983,0.362,0.73611,0.72591734,0.69918
1471,3.0,1.55,36,-1.70686051422559,5.5,1.575,1.38755,1.3557315,1.4182986,1.4710524082183838,1.4814,1.6551685,1.358,1.17263,1.1427346,1.45939
1472,2.0,1.1500000000000001,116,0.646921664399534,6.0,1.125,0.92722,1.0670156,1.0350099,1.024813532829285,0.92663,0.97507155,1.245,1.09265,1.2305447,0.90032
1473,2.0,0.5,517,-3.0100938764304943,1.5,0.35,0.44121,0.43584627,0.46410146,0.3578920662403106,0.39523,0.56945884,0.251,0.59979,0.7153498,0.34616
1474,3.0,1.4500000000000002,856,-0.7012755436400626,5.5,1.275,1.25938,1.5596914,1.4017962,1.381786227226257,1.3585,1.36166,1.502,1.50856,1.4584395,1.41501
1475,4.0,1.7000000000000002,233,0.9464704295710619,2.0,1.375,1.42872,1.4138911,1.2793975,1.276298761367798,1.4498,1.0027958,0.89,0.79033,0.6501941,0.66958
1476,2.0,0.2,840,-0.7556817842833888,1.0,0.1,0.16224,0.13515109,0.16562125,0.2101693302392959,0.66233,0.18297213,0.218,0.61504,0.11004858,0.05215
1477,4.0,0.9500000000000001,754,-0.5366672463569848,2.0,0.95,0.74389,0.8423886,0.87686956,0.6796833276748657,0.91502,1.1550722,0.836,1.18103,0.783914,1.06462
1478,2.0,1.85,646,0.25502381301933436,2.0,1.775,1.75551,1.8746781,1.8343352,1.8467437028884888,1.68,1.7794857,1.869,1.93168,1.5390809,1.87405
1479,2.0,0.4,834,0.00031340504346012916,10.0,0.5,0.46087,0.45436144,0.47343984,0.4413482248783111,0.38457,0.33076614,0.35,0.72743,0.5593562,0.27131
1480,2.0,1.8,720,-0.04322797323167872,5.5,1.725,1.80471,1.8061174,1.7975394,1.8349844217300413,1.7618,1.6976084,1.835,1.72965,1.8042983,1.6274
1481,2.0,0.7500000000000001,42,0.4938593528251146,10.0,1.0,0.97505,1.0455561,1.0425628,1.0991361141204834,0.99262,0.8022114,1.183,1.25,0.11724049,0.90669
1482,2.0,1.8,982,-1.490800806843481,1.5,1.675,1.81977,1.727012,1.5787443,1.7147997617721558,1.481,1.6656946,1.724,1.60012,1.4341444,1.65193
1483,2.0,0.7000000000000001,137,-0.1526371208409905,2.0,0.7,0.91282,0.9153021,0.7884898,0.7422873377799988,0.75482,0.935686,0.878,0.99424,1.3075612,0.56935
1484,3.0,1.4500000000000002,517,-1.4383894376665405,2.0,1.475,1.46717,1.4091122,1.5322539,1.5717393159866333,1.5936,1.43417,0.281,1.44275,1.555768,1.26745
1485,3.0,1.7000000000000002,199,0.29114315997843254,1.5,1.725,1.65744,1.5069127,1.4566113,1.4167633056640625,1.6567,1.4046644,1.604,1.40515,1.049005,1.39618
1486,3.0,1.05,987,0.8097502385516694,1.0,1.075,1.29915,1.3214535,1.2696171,1.2413411140441897,1.579,1.2658508,1.276,1.22625,0.81203026,1.18737
1487,2.0,0.8500000000000001,250,-0.6602831160969059,6.0,1.225,0.95651,1.1148223,1.4179531,0.730249285697937,0.99593,1.146448,0.328,1.26434,0.48096132,0.73412
1488,4.0,1.9500000000000002,32,0.26851099520160043,6.0,0.45,0.8089,0.8154846,1.0305681,0.8349459767341614,1.6501,0.80653363,0.431,0.9637,0.56121784,0.28365
1489,0.0,0.6000000000000001,25,-0.14869021969984417,5.5,0.9,0.7301,0.7640902,0.92221725,0.4762313365936279,0.80776,0.8058166,0.69,0.41935,0.67352194,0.59263
1490,4.0,1.8,999,1.905902215761302,5.5,1.875,1.82367,1.7793175,1.7530762,1.7604049444198608,1.885,1.3685123,1.828,1.24028,1.5928951999999998,0.93696
1491,4.0,1.0,131,-1.8574864775121454,6.0,1.325,1.13198,1.1252655,1.3922912,1.3316580057144165,1.1075,1.1156499,0.477,1.41326,1.0967783000000002,0.85007
1492,3.0,1.0,422,-1.2086185344208147,1.5,1.075,1.0773,1.1246626,1.0845392,1.123524785041809,1.0009,1.0851969,1.154,0.85643,1.6226074,1.03268
1493,4.0,1.9500000000000002,972,-0.9722985004525251,1.5,1.925,1.88231,1.8151419,1.9018798,1.838794827461243,1.7171,1.0172939,1.948,1.83461,0.7905,1.1391
1494,4.0,1.6500000000000001,491,2.7402039439008936,10.0,1.725,1.59516,1.58908,1.5666574,1.774317741394043,1.523,1.2610744,1.664,1.36052,1.0459386999999998,1.17718
1495,2.0,0.7500000000000001,618,1.3249085277534476,1.0,0.55,0.94529,0.84612095,0.5527902,0.4096279442310333,1.1429,0.8271537,0.575,0.85136,1.3038118,0.57096
1496,1.0,0.45,244,0.4850772214947371,6.0,0.35,0.44804,0.44998813,0.54704595,0.4553120136260986,1.0593,0.41508824,0.518,1.14325,0.42732325,1.02964
1497,3.0,1.2000000000000002,381,-0.13144491005219974,1.5,1.075,1.31862,1.4232266,1.3284162,1.4184784889221191,1.5637,1.3352642,1.401,1.35432,1.4936976,1.21774
1498,3.0,1.5000000000000002,69,0.5158003934128882,1.0,1.0,1.11951,0.9690771,1.1937659,0.9623313546180724,1.2474,0.7828002,0.674,0.70203,0.8640530000000001,1.0763
1499,1.0,0.9000000000000001,988,0.25025326190239777,6.0,0.95,0.89378,0.91209096,0.9592502,0.8613191246986389,0.99264,0.7391957,0.921,1.21215,0.46553263,1.00999
1500,1.0,0.35000000000000003,200,-0.29399215941806195,6.0,0.55,0.50287,0.51156455,0.33219296,0.5426015257835388,0.49437,0.45129776,0.409,0.95064,0.79545313,1.04948
1501,3.0,1.9500000000000002,491,0.9209610475615961,1.5,1.875,1.88717,1.614292,1.8479372,1.8212367296218872,1.8737,1.7063096,1.835,1.78323,1.6010294,1.66759
1502,4.0,1.8,191,0.003406296890853085,6.0,1.475,1.61442,1.6143878,1.4915142,1.5440707206726074,1.6607,1.108413,1.83,1.24026,1.5804002,0.76672
1503,4.0,2.0,40,1.6259154262700162,1.5,1.075,0.57414,0.60307306,1.1232533,0.2725808024406433,1.5376,1.0169265,0.455,0.53447,0.82836604,0.25215
1504,4.0,1.2500000000000002,707,1.1427810735184232,2.0,1.325,1.28086,1.2861513,1.3291494,1.4952642917633057,1.1557,1.1345959,1.08,1.30138,1.1228822,0.90146
1505,2.0,1.2500000000000002,762,1.0565608521958876,1.5,1.225,1.25149,1.2322979,1.108934,0.7260060906410217,0.97834,1.2419624,0.278,1.14291,0.7526126,1.12688
1506,0.0,0.55,325,-1.0471037585092917,1.5,0.1,0.25558,0.337734,0.3547508,0.3344906866550445,0.86428,0.914189,0.399,0.53806,0.37121505,0.73185
1507,2.0,0.55,313,1.5080444900545111,5.5,0.55,0.53506,0.50880486,0.38441148,0.3253754079341888,0.54577,0.42795897,0.324,0.34555,0.47914907,0.29921
1508,4.0,1.7000000000000002,354,0.7301430511876998,1.0,1.675,1.15268,1.1650804,1.3531024,0.7585954070091248,1.501,0.5841971,0.542,0.51842,0.78770995,0.38719
1509,4.0,1.6,290,0.17335878493467421,5.5,1.925,1.13436,1.1484056,1.5635666,1.7060235738754272,1.4314,1.0478278,1.742,1.60366,1.2527511999999998,0.72674
1510,4.0,0.7000000000000001,640,0.4655582895796623,5.5,0.65,0.56925,0.70201945,0.58444226,0.5818163752555847,0.52488,1.10995,0.576,0.69497,1.020833,0.81962
1511,0.0,0.6500000000000001,928,0.8717313032725034,10.0,0.6,0.66899,0.67513317,0.5277829,0.5942063927650452,0.41336,0.65694666,0.672,0.52613,0.7421729,0.88488
1512,4.0,1.85,208,-0.020669671800564986,10.0,1.925,1.89069,1.8288158,1.8047402,1.7976956367492676,1.8831,0.7734234,0.45,1.09407,0.6575909000000001,0.64049
1513,3.0,1.55,887,-1.5411426599332152,6.0,1.525,1.50745,1.6277121,1.4202348,1.542069911956787,1.5791,1.5659993,1.266,1.25007,1.4876337,1.53447
1514,4.0,1.1,333,-0.21704711475958177,1.0,0.55,0.69442,0.68479294,0.6369864,0.668620765209198,0.54488,1.4189967,0.791,0.61003,0.6403204,0.52314
1515,1.0,0.45,814,1.0636711968482941,5.5,0.55,0.49149,0.47612047,0.33219296,0.466310977935791,0.7761,0.50773776,0.487,0.6745,0.53841114,0.90418
1516,2.0,0.3,460,0.6185845942252203,1.5,0.3,0.25811,0.27424163,0.32229948,0.2300222069025039,0.18136,0.2731501,0.255,0.35939,0.38974395,0.14453
1517,1.0,0.9500000000000001,238,-1.6661177889554275,1.5,0.95,0.88166,0.8501032,0.80917895,0.8635510206222534,0.8335,0.87357384,0.833,1.32185,0.7551896,0.97831
1518,2.0,1.4000000000000001,99,1.2545366425579068,2.0,1.375,1.50589,1.417475,1.4502169,1.4612014293670654,1.4521,1.4642693,1.807,1.3292,1.1484526000000002,1.27586
1519,2.0,1.2500000000000002,141,1.4377677925585783,5.5,1.05,0.94404,1.0982724,1.1067793,0.832324743270874,1.1739,1.174551,0.24,1.0523,0.9063255,1.07974
1520,2.0,0.8500000000000001,409,-1.0952612360981127,1.5,0.7,0.87935,0.8152344,0.85493165,0.5529924631118774,1.0257,1.3852187,0.766,1.1359,1.4120772,0.70081
1521,2.0,0.55,517,0.5334081747833158,5.5,0.55,0.62945,0.59757555,0.33238927,0.3566672801971435,0.69131,0.67721504,0.291,0.76371,0.56280845,0.41803
1522,0.0,0.15000000000000002,757,1.1184042121931728,6.0,0.4,0.39568,0.40162715,0.27100444,0.2989099621772766,0.59993,0.43581015,0.365,0.46173,0.5115895,0.60707
1523,2.0,0.1,413,-0.006569484850918647,2.0,0.15,0.17235,0.15826845,0.2167899,0.2200819104909896,0.15402,0.21163678,0.275,0.79199,0.66174155,0.06941
1524,4.0,0.8500000000000001,870,-0.5922737681305221,10.0,0.8,0.76921,0.7793916,0.7582802,0.6461970210075378,0.86653,1.0936016,0.756,0.68022,0.7190125,0.99414
1525,2.0,1.55,339,-0.49360432219494194,6.0,1.675,1.68444,1.6160601,1.5995711,1.626594305038452,1.6795,1.6183299,1.699,1.18705,1.7273763,1.50687
1526,4.0,0.35000000000000003,906,-0.9488399033099816,1.0,0.35,0.30721,0.35418704,0.2412481,0.2425905913114547,0.36099,0.85689175,0.3,0.2311,0.8031805999999999,0.7482
1527,3.0,2.0,496,1.3336771494933872,1.0,1.925,1.9787,1.8590187,1.8943914,1.83209228515625,2.0,1.815078,0.294,1.32896,1.7513226999999998,1.93852
