,model,alpha,length,diff_coef,loc_error,UPV-MAT,HNU,eduN,UCL,FCI,Erasmus MC,DecBayComp,DeepSPT,BIT,WUST ML B,QuBI,Anomalous Unicorns,TSA,TA-MSD
1699,0.0,0.45,490,-0.7549547219585245,10.0,0.438,0.44950226,0.48836,0.35,0.44785827,0.6461397409439087,0.8287266,0.549594,0.49565,0.43502402,0.48814,0.4345821738243103,0.7792,0.51566
1700,0.0,0.55,952,-0.15320241220948114,10.0,0.533,0.6303693,0.50187,0.5,0.4294776,0.4159476459026336,0.3726176,0.451002,0.93071,0.6409334,0.52954,1.05,0.4911,1.08469
1701,3.0,1.35,969,-0.49980058420719164,2.0,1.423,1.2419523,1.18389,1.275,1.4054886,1.4162700176239014,1.36539,1.316536,1.5903,1.2847646,1.3481,1.0,1.45944,1.34546
1702,1.0,0.05,684,0.03777124455955666,1.0,0.121,0.17347634,0.16374,0.1,0.19609186,0.2042195796966552,0.18903589,0.359422,0.19248,0.18710339,0.10956,0.2390378713607788,0.60147,0.00046
1703,4.0,1.3,317,-0.8120627726724828,2.0,1.524,1.3198766,1.44938,1.425,1.4905622,1.2680778503417969,0.88501024,1.362865,1.4798,1.0473785,1.046,1.5565509796142578,1.38445,1.03608
1704,2.0,1.9000000000000001,566,-0.4827170679452727,10.0,1.955,1.9418983,1.88671,1.925,1.8610189,1.7913864850997925,1.9899988,1.656812,1.9292,1.8531201,1.8918,1.8764041662216189,1.7893,1.91069
1705,2.0,0.4,30,0.16114806519762526,10.0,0.93,1.0129752,0.99379,1.325,1.2401432,0.8276982307434082,0.91223246,1.505121,0.96429,1.1798692,1.2672,0.5023881196975708,0.67848,0.47074
1706,1.0,0.1,469,0.4180520211006584,2.0,0.189,0.21840103,0.22289,0.1,0.2641862,0.2484101951122284,0.28745532,0.427096,0.23305,0.2955973,0.25739,0.3093214631080627,1.16549,0.98455
1707,4.0,0.2,907,-2.062535583792108,2.0,0.297,0.26289594,0.21447,0.1,0.2641862,0.2788661122322082,0.26091802,0.405028,0.26456,0.37919396,0.49148,0.1702134013175964,0.45749,0.79744
1708,4.0,0.2,762,-0.12354685870651333,1.0,0.174,0.30164018,0.2296,0.3,0.33769786,0.4504327178001404,0.3658415,0.474861,0.23571,0.5089179,0.84283,0.3380314707756042,0.61836,0.67154
1709,4.0,0.6000000000000001,128,1.3055053947825723,10.0,0.262,0.37528315,0.36464,0.3,0.54663473,0.3688805401325226,0.5416245,1.336608,0.45383,0.53948355,1.0534,1.251442551612854,0.25973,0.94898
1710,3.0,1.0,930,1.3080532952634778,2.0,1.099,1.1667484,1.12613,1.075,1.2674186,1.1461018323898315,1.1798476,1.203081,1.1155,1.197068,1.2339,1.2196669578552246,1.1318,1.02625
1711,1.0,1.0,747,-0.4265410355248067,1.0,0.936,0.8768738,0.88641,0.95,0.86087614,0.8437141180038452,0.74813354,0.77333,0.71718,0.6426232,0.73875,0.9164049625396729,0.6816,0.72782
1712,2.0,0.05,740,0.7331024394025673,10.0,0.091,0.13204208,0.15853,0.1,0.15872714,0.2091735154390335,0.16798627,0.396196,0.20274,0.14909905,0.13949,1.05,0.63882,0.07056
1713,2.0,1.8,644,-0.33561235860705313,1.0,1.829,1.7776951,1.76063,1.775,1.853962,1.7910841703414917,1.7214955,1.649807,1.9465,1.7599578,1.85,1.8318313360214236,1.63625,1.78855
1714,2.0,0.7500000000000001,376,-1.2430289665193315,1.0,0.741,0.66079336,0.61146,0.6,0.93915725,0.6039347052574158,1.1155803,0.759402,1.212,1.2557662,1.0526,1.3153624534606934,0.85238,0.50566
1715,4.0,0.05,73,-1.6478181620325592,10.0,1.427,0.25582904,0.34685,0.1,0.572896,1.1654341220855713,0.31065,1.173987,0.23514,0.48948205,0.95693,1.2601938247680664,1.0299,1.20791
1716,2.0,1.9500000000000002,112,0.21568387294948443,2.0,1.931,1.9536155,1.76054,1.925,1.9125022,1.785484790802002,1.8995743000000005,1.667954,1.9741,1.9138505,1.6564,1.8387491703033447,1.25,1.99084
1717,0.0,0.55,985,-0.9426002019914511,10.0,0.714,0.681996,0.67625,0.65,0.62238157,0.589617908000946,0.5978300999999999,0.641602,1.3241,0.67896235,0.80706,0.7092666625976562,0.8278,0.89685
1718,4.0,0.9000000000000001,417,-0.5465465212845864,2.0,0.817,0.890026,0.99937,0.9,1.0551276,0.8245997428894043,0.84323764,1.257165,0.61715,1.157451,1.1105,1.5248863697052002,1.16299,1.13878
1719,3.0,1.2500000000000002,491,0.19246420454061658,10.0,1.211,1.3169416,1.24431,1.275,1.3330402,1.3268719911575315,1.2934431,1.335997,1.3847,1.3121697,1.3139,1.4355653524398804,1.31142,1.48001
1720,4.0,2.0,145,0.40208675804992766,10.0,1.821,1.5623981,1.71784,1.775,1.5672312,1.7950319051742554,1.5045948999999998,1.600575,1.7108,1.0791745,1.1566,1.3993057012557983,1.87196,1.08365
1721,1.0,0.9500000000000001,65,-0.6889283196369982,2.0,0.579,0.8566218,0.89655,0.95,0.63953537,0.8360266089439392,0.7206142,0.802049,0.92931,0.4557963,0.72658,0.7357981204986572,0.81896,0.78208
1722,2.0,1.55,160,0.26696769174545887,10.0,1.715,1.7548945,1.71087,1.725,1.6747675,1.6647355556488037,1.7272582,1.634383,1.7009,1.7842562,1.7151,1.795377492904663,1.37526,1.73228
1723,3.0,1.9000000000000001,222,1.1573406661650047,1.0,1.911,1.8833021,1.89839,1.875,1.7823159,1.8143463134765625,1.7198105,1.587299,1.868,1.8115354,1.9082,1.903903007507324,1.5,1.63348
1724,4.0,0.8,102,1.9462387524200355,2.0,1.0,0.8381103,0.88664,0.8,1.1526611,0.8165045976638794,0.85877526,1.24987,0.86219,0.95818037,1.0449,1.0,0.96047,0.81533
1725,1.0,0.2,942,-1.5253945270193574,10.0,0.199,0.3547949,0.27625,0.15,0.2641862,0.2554101645946502,0.270209,0.410285,0.30959,0.27015692,0.11169,0.1812071502208709,0.5,0.0602
1726,3.0,1.85,926,0.7584748773270924,1.0,1.797,1.8132732,1.7849,1.875,1.7078626,1.6040505170822144,1.7000448,1.58755,1.3848,1.7892938,1.7091,1.588815689086914,1.79009,1.6752
1727,2.0,1.7500000000000002,631,1.3423886054328162,2.0,1.529,1.5632317,1.5879,1.525,1.6831483,1.5546976327896118,1.6078296,1.455682,1.6408,1.609404,1.5268,1.6609673500061035,1.48989,1.50867
1728,1.0,0.9000000000000001,255,-0.8550355315614843,2.0,0.88,0.88945425,0.83704,0.95,0.84202504,0.8323062062263489,0.735925,0.720526,1.9286,0.5986214,0.74015,1.05,1.24059,1.01731
1729,0.0,0.8500000000000001,412,-0.9989641205050558,2.0,0.776,0.7387929,0.74604,0.95,0.86371815,0.6338202357292175,0.7417560000000001,0.588888,1.1416,1.1758933,0.99694,0.7851773500442505,1.24703,0.9767
1730,2.0,1.1,228,-0.9773027542433077,2.0,0.973,0.86974555,0.85427,1.075,1.2242587,0.933574378490448,0.98349094,1.351972,1.0392,1.0774466,1.1082,1.4407052993774414,1.27847,1.04102
1731,1.0,0.4,266,1.7148733558406728,10.0,0.198,0.26021892,0.2349,0.15,0.2641862,0.2618864774703979,0.37023413,0.412138,1.1401,0.31161278,0.23034,0.3498396575450897,1.44766,0.97223
1732,2.0,1.5000000000000002,821,0.9998195322057659,1.0,1.237,1.4782974,1.44649,1.475,1.3941474,1.134613871574402,1.2108096000000002,1.288686,0.91289,1.2814343,1.3017,1.557660460472107,1.16526,1.21429
1733,3.0,1.9000000000000001,956,0.1354647320105008,2.0,1.743,1.8369905,1.72806,1.875,1.6006324,1.8383574485778809,1.8572563,1.631341,1.6995,1.8844614,1.8446,1.865614891052246,1.66503,1.96265
1734,2.0,1.7500000000000002,432,0.20913487230179206,10.0,1.821,1.8191923,1.65782,1.725,1.7613735,1.818016529083252,1.8280556,1.652327,1.8012,1.8262637,1.7607,1.8656220436096191,1.93529,1.85215
1735,2.0,1.7500000000000002,955,-1.321835750971654,1.0,1.803,1.7213562,1.78938,1.625,1.7502636,1.7131083011627195,1.5421176,1.597403,1.6405,1.6197507,1.5627,1.7261204719543457,1.45006,1.52438
1736,3.0,1.7500000000000002,763,-0.3052901883634323,2.0,1.731,1.7112709,1.70423,1.675,1.7109879,1.679919719696045,1.6025555,1.446603,1.7295,1.6740859,1.6527,1.7027252912521362,1.4981,1.47639
1737,1.0,1.0,379,-0.5398839176048373,10.0,0.947,0.9450203,0.9133,0.95,0.88208044,0.7928441166877747,0.757841,0.781695,0.55469,0.87840265,0.88801,1.05,0.95262,1.00399
1738,1.0,0.6000000000000001,315,-0.16243443448769473,1.0,0.463,0.5658573,0.52894,0.55,0.5369889,0.553707480430603,0.63023674,0.529416,0.33308,0.6136192,0.51609,1.05,0.87003,0.52596
1739,0.0,0.35000000000000003,291,-0.5385035823197883,10.0,0.362,0.42740148,0.40379,0.5,0.3575543,0.3012734949588775,0.36448264,0.455885,0.93931,0.52207834,0.50965,1.05,0.37229,0.14818
1740,2.0,0.05,917,0.3606558809648126,2.0,0.102,0.15215991,0.11817,0.1,0.17934886,0.2147102504968643,0.18563801,0.379312,0.30127,0.1619677,0.1073,0.1369752287864685,1.14761,0.04916
1741,2.0,1.8,152,-0.2001004759040121,1.0,1.704,1.7751869,0.82991,1.775,1.7724476,1.7991206645965576,1.7284384,1.618315,1.7904,1.6654158,1.7724,1.8418830633163448,1.21076,1.60543
1742,2.0,0.25,715,0.36034274759010015,10.0,0.247,0.2988261,0.34768,0.3,0.21155262,0.2658482789993286,0.2892512,0.428661,0.29193,0.2885695,0.64378,0.4268035590648651,0.70495,0.20657
1743,0.0,0.8,36,-0.6041798855066427,10.0,0.882,0.9837004,0.96059,0.35,1.0423212,0.9099001288414,0.9660243,1.311772,1.0883,0.67564106,0.26737,0.6724064350128174,1.25,0.59438
1744,2.0,1.6500000000000001,376,0.04167571505072484,10.0,1.721,1.8168553,1.81927,1.725,1.855763,1.5496270656585691,1.8102174,1.626563,1.8258,1.7494743,1.7281,1.8143157958984373,1.05081,1.66967
1745,1.0,0.25,275,-0.19114748422066372,1.0,0.11,0.13921888,0.17711,0.1,0.22771819,0.220630258321762,0.23207957,0.365706,0.26606,0.16866666,0.314,0.4339619874954223,0.6453,0.04231
1746,4.0,1.3,976,0.6361758123266885,1.0,1.589,1.5607431,1.68363,1.725,1.6679654,1.6011548042297363,1.6833546,1.507515,1.6619,1.108894,0.95392,1.5147943496704102,1.21538,0.75037
1747,4.0,2.0,118,0.242154018466889,2.0,1.563,1.2641923,0.98387,1.375,1.5716027,1.0972929000854492,1.2551204,1.41158,1.6584,1.0847561,1.2421,1.0,1.2515,0.62619
1748,4.0,1.8,103,0.6233038137174871,1.0,0.542,0.6281247,0.37252,1.875,1.1779352,0.4737042486667633,1.0430658000000002,0.736138,1.7194,1.1675326,0.45506,1.22180438041687,0.92609,0.14759
1749,0.0,0.55,646,1.066743602029541,2.0,0.821,0.806474,0.8284,0.9,0.8121724,0.6611760854721069,0.78190726,0.777191,0.98294,1.0450906,0.89303,0.8118652105331421,0.89231,0.94332
1750,0.0,0.6500000000000001,178,-0.22992415098537522,10.0,1.376,0.88757473,0.81019,0.9,1.135611,0.8119924664497375,0.8029154000000001,1.328807,1.2623,1.2364146,0.95253,1.0,0.9345,1.13586
1751,1.0,0.25,935,-0.027053335213692117,1.0,0.274,0.27634338,0.32903,0.3,0.2641862,0.3441860675811767,0.28313524,0.440833,0.29595,0.4100048,0.34654,1.05,0.76857,0.77881
1752,2.0,0.55,822,0.2921817661884231,1.0,0.393,0.40403298,0.4731,0.45,0.46415976,0.2969188094139099,0.4035557,0.531137,0.97091,0.48115999,0.59332,0.4543143212795257,0.47665,0.33265
1753,3.0,1.5000000000000002,662,-0.2639441608858565,10.0,1.3,1.3497086,1.35631,1.425,1.433614,1.2641063928604126,1.3687093,1.330706,1.4504,1.3691638,1.3581,1.4374547004699707,1.14666,1.31932
1754,2.0,0.9000000000000001,596,2.15102488331596,2.0,0.89,0.91096455,1.0159,0.75,1.270336,1.27318012714386,0.9988004,1.266871,1.2108,0.9564704,0.96342,1.337217092514038,1.37501,0.78387
1755,2.0,1.4000000000000001,79,0.21165377559102086,10.0,1.643,1.6600059,1.5597,1.575,1.6600715,1.6091737747192385,1.6269464,1.610913,1.5733,1.4947714,1.5718,1.0,1.07468,1.56893
1756,4.0,1.7500000000000002,154,-0.9773079549299009,2.0,1.562,1.4749044,1.64343,1.925,1.6192931,1.6150431632995603,1.2562153,1.413532,1.783,0.99966335,1.0142,1.5925092697143557,1.40205,0.64932
1757,2.0,1.6500000000000001,819,1.3953288570107512,1.0,1.747,1.6522226,1.67206,1.675,1.730292,1.6591955423355105,1.5732739,1.60504,1.5508,1.5765613,1.604,1.6887696981430054,1.7891,1.64835
1758,1.0,0.6500000000000001,213,0.5675416721223698,2.0,0.572,0.67627645,0.60926,0.65,0.43441385,0.6147621273994446,0.56707996,0.428873,0.45906,0.39406127,0.4464,0.6314107179641724,0.70493,0.68015
1759,4.0,1.05,241,-1.9022925910454895,2.0,1.356,1.1694423,1.33099,1.175,1.4174092,1.0903438329696655,1.1597857,1.309527,1.1144,0.9806507,1.1696,1.0,1.26236,0.84126
1760,4.0,0.45,181,-0.049032297344321504,2.0,0.524,0.5935615,0.53028,0.55,0.6594933,0.50406813621521,0.44164354,1.033563,0.6227,1.1123195,1.0819,0.8020238280296326,0.76622,0.96583
1761,0.0,0.45,775,-0.9054404296524535,1.0,0.338,0.3157355,0.28541,0.4,0.42019525,0.315496951341629,0.52658916,0.517517,0.46337,0.51594085,0.58401,0.4712586104869842,0.62795,0.70523
1762,2.0,1.0,552,-0.3361194354563801,2.0,0.991,0.9537204,0.90146,1.0,1.1412809,0.93437922000885,0.9509044,1.257237,1.1545,1.0970587,1.0973,1.3991479873657229,1.19889,1.00355
1763,2.0,0.45,435,-1.2504973279251606,10.0,0.628,0.5793367,0.63748,0.55,0.8911052,0.688021719455719,0.6552614999999999,0.67436,0.57888,1.1616955,0.88379,1.02575945854187,0.51475,0.40973
1764,3.0,1.6,719,-0.8621280677017286,1.0,1.638,1.6307443,1.63487,1.525,1.5583504,1.5703442096710205,1.5415277,1.390091,1.4647,1.6877702,1.4569,1.0,1.54456,1.42546
1765,1.0,0.15000000000000002,86,-0.11399297162025467,1.0,0.165,0.21979876,0.20465,0.1,0.5372373,0.2629017829895019,0.27515572,0.70357,0.22478,0.30761093,0.020064,0.3566248416900635,1.07602,-0.0208
1766,0.0,0.15000000000000002,362,0.5818244258331825,1.0,0.288,0.31608263,0.24667,0.25,0.37760434,0.3350157439708709,0.42954522,0.401136,0.37456,0.342153,0.29398,0.3539067208766937,0.5,0.07318
1767,1.0,0.15000000000000002,555,-1.673378607523226,10.0,0.134,0.1855188,0.16775,0.1,0.18423343,0.1917153298854828,0.16812122,0.370842,0.17466,0.17658794,-0.044498,0.2318572252988815,1.09471,-0.01028
1768,0.0,0.9000000000000001,806,0.2841318502958066,1.0,0.355,0.33830526,0.36899,0.7,0.6335454,0.4416088163852691,0.31589234,0.422584,0.37621,0.83142865,1.068,1.05,0.51431,0.74607
1769,3.0,1.6,512,1.8244891821533138,1.0,1.595,1.4803563,1.54655,1.625,1.5485879,1.4402436017990112,1.5106175,1.457662,1.6856,1.5589083,1.4796,1.655456781387329,1.62552,1.42012
1770,3.0,1.4500000000000002,630,-1.1479611808533168,2.0,1.424,1.4570365,1.44002,1.525,1.5323955,1.450653076171875,1.5410695,1.402034,1.2118,1.4232441,1.4867,1.0,1.28039,1.50096
1771,1.0,0.55,602,0.8923884097468678,1.0,0.554,0.6673471,0.56687,0.6,0.8518896,0.5581966042518616,0.59554267,0.493203,1.5344,0.52826345,0.47926,0.7028039693832397,0.99252,1.01723
1772,4.0,1.2000000000000002,701,0.7452685341616218,1.0,1.386,1.3852335,1.3858,1.525,1.4458283,1.577332854270935,1.3860556999999998,1.382941,0.59739,1.107784,1.0028,1.5846675634384155,1.21741,0.79922
1773,1.0,0.8500000000000001,471,-0.7158873136272997,10.0,0.142,0.18977816,0.1683,0.1,0.18282425,0.2218113243579864,0.19375998,0.352116,0.20227,0.18040442,0.16511,0.2486768066883087,0.69005,-0.00119
1774,4.0,1.1,96,-0.695494477634145,10.0,1.415,1.1215838,1.15621,1.275,1.3435664,0.9263984560966492,1.084016,1.493292,0.92471,1.1697159,1.0115,1.1751906871795654,1.22403,0.88502
1775,2.0,0.55,872,0.08146025828782084,2.0,0.5,0.64411247,0.55425,1.025,0.85185015,0.6722880601882935,0.6712663000000001,0.749922,0.80621,0.56531644,0.93502,0.8013593554496765,0.50875,0.35228
1776,1.0,0.9000000000000001,636,0.8546217246417128,1.0,0.904,0.8933006,0.83957,0.9,1.2557234,0.891681432723999,0.78087616,1.13872,1.8039,0.63827825,0.75424,0.8995064496994019,1.36108,1.03638
1777,2.0,0.1,693,1.5172426822935539,2.0,0.094,0.09812396,0.15481,0.1,0.20065957,0.1869376897811889,0.19891441,0.369988,0.14649,0.1619677,0.29303,0.186258852481842,0.52329,0.06106
1778,2.0,0.6500000000000001,302,0.8224972704186932,10.0,0.716,0.7256366,0.68206,0.7,0.8435129,0.694706380367279,0.800674,0.779072,0.90589,1.0931984,0.9625,1.0,0.69532,0.62348
1779,4.0,1.1500000000000001,347,0.055885503210915954,2.0,0.979,1.1372839,1.0329,1.125,1.2323837,1.062712550163269,0.77821124,1.260132,0.95998,1.06801,0.96676,1.5244202613830566,1.10885,0.94303
1780,4.0,0.9000000000000001,569,-0.7089580639241082,2.0,0.851,0.8243295,0.81189,0.75,1.035187,0.6997782588005066,0.8528678,0.837766,1.118,1.1473987,1.0124,1.0,1.31288,0.99017
1781,2.0,1.8,282,1.2132036187385784,1.0,1.758,1.8098673,1.8586,1.875,1.79986,1.7785084247589111,1.6223379,1.616941,1.7694,1.6355954,1.8041,1.870189905166626,1.58038,1.49736
1782,3.0,1.0,827,0.7532394598972283,2.0,1.072,1.1105106,1.0811,1.075,1.203429,1.0499632358551023,1.087784,1.181374,1.1227,1.1286765,1.1926,1.0,1.24975,1.14039
1783,1.0,0.6000000000000001,700,1.932089743317778,10.0,0.478,0.5304095,0.49214,0.55,0.46785256,0.5298513174057007,0.74823576,0.639891,1.5987,0.45594478,0.46339,1.05,1.32909,0.95352
1784,1.0,0.5,345,-0.14969303265640563,1.0,0.559,0.44828054,0.47183,0.55,0.7041775,0.4125646948814392,0.5852976,0.634082,0.93708,0.6028358,0.60453,1.05,0.71973,0.76023
1785,4.0,0.6000000000000001,703,1.194357172977872,10.0,0.542,0.55992067,0.54413,0.5,0.49746916,0.3449015915393829,0.41241723,0.648812,0.56254,0.8451464,0.97479,0.4706880748271942,0.74684,0.72022
1786,1.0,0.35000000000000003,295,-0.10721453500778216,2.0,0.643,0.59779614,0.62171,0.55,0.67292595,0.6649505496025085,0.65557086,0.677811,1.1107,0.62206936,0.73573,0.6842390298843384,0.61811,0.90141
1787,4.0,1.8,696,-0.6792659185272079,10.0,1.904,1.794799,1.90512,1.725,1.9712113,1.837066650390625,1.8247557,1.634292,1.8443,1.2732785,1.0443,1.747811198234558,1.7641,1.06515
1788,1.0,0.7000000000000001,980,-0.11841563240345324,10.0,0.365,0.3143321,0.39706,0.35,0.2641862,0.3509893715381622,0.46127552,0.41733,0.44754,0.27051234,0.27628,0.3367935419082641,0.78279,1.1763
1789,2.0,1.4000000000000001,84,-0.3377405668096465,2.0,1.468,1.3451658,1.16361,1.475,1.5025762,1.2536349296569824,1.4862527,1.62317,1.224,1.2654982,1.464,1.6110281944274902,1.34478,1.25036
1790,4.0,0.05,348,0.5095122678973825,1.0,0.118,0.3498845,0.12385,0.1,0.35913888,0.2973100244998932,0.2822134,0.407732,0.14562,0.59869134,0.69334,0.5276848673820496,0.54941,0.77905
1791,3.0,1.4500000000000002,35,-2.026390043785927,10.0,1.663,1.6154507,1.59015,1.875,1.6091477,1.6230216026306152,1.6294521999999998,1.602105,1.6671,1.4844134,1.6953,1.6397056579589844,1.15085,1.67166
1792,1.0,0.6500000000000001,896,-0.5235842534804674,10.0,0.583,0.60260415,0.64535,0.5,0.6568148,0.5459208488464355,0.74682516,0.556663,0.97065,0.5328442,0.49835,1.05,0.58325,1.10607
1793,2.0,0.8500000000000001,433,-0.1446382798310847,1.0,0.775,0.7375712,0.74031,0.95,0.7138886,0.6662063002586365,0.82069886,0.765897,0.60168,0.8170023,1.0011,0.93060964345932,0.89961,0.57801
1794,0.0,0.6500000000000001,807,-0.4394847278490624,1.0,0.304,0.3665427,0.38841,0.5,0.6013655,0.2794135510921478,0.36728108,0.464567,0.45855,0.55392045,0.30139,0.4916537702083587,0.54622,0.1619
1795,2.0,0.8,851,-1.2137844183313544,2.0,0.869,1.0642104,1.03569,0.8,1.1053813,0.7626899480819702,1.2998483,0.769358,0.76063,0.967001,0.97404,1.220590353012085,0.91199,0.69927
1796,3.0,1.9000000000000001,25,-0.8690814139572164,10.0,1.817,1.7568953,1.72156,1.775,1.7490196,1.7436602115631104,1.6500651999999998,1.58356,1.7042,1.6603576,1.9386,1.0,1.09192,1.78794
1797,1.0,0.9000000000000001,532,-0.9168768473996625,1.0,0.925,0.8930984,0.89438,0.95,0.80603147,0.8104300498962402,0.6622634,0.746671,0.57949,0.7291806,0.8495,0.9127445220947266,0.97447,0.67505
1798,4.0,1.7000000000000002,605,0.20680253376939264,2.0,1.579,1.6223044,1.64952,1.825,1.63401,1.6612414121627808,1.7530781000000002,1.522186,1.7208,1.1619546,0.96282,1.0,1.00017,0.76797
1799,2.0,0.1,384,-0.5380622719345438,2.0,0.18,0.19603238,0.1664,0.15,0.22459212,0.2211309969425201,0.22538823,0.438452,0.1504,0.1619677,0.33379,0.2984793782234192,0.74893,0.07382
1800,3.0,1.05,299,1.950826709690183,10.0,1.089,1.1085936,1.12384,1.075,1.1601155,1.1477314233779907,1.2093649,1.312491,1.0772,1.1703393,1.0896,1.4714632034301758,1.26012,1.15994
1801,0.0,0.25,661,-2.784974499848425,2.0,0.457,0.41399756,0.44919,0.75,0.5835836,0.527630627155304,0.6987357,0.514794,1.274,0.46849424,0.43986,0.7090470194816589,0.64661,0.74113
1802,2.0,1.5000000000000002,797,0.5313034147206384,10.0,1.384,1.3873026,1.44997,1.425,1.447781,1.2825995683670044,1.5263102,1.337884,1.3817,1.3735756,1.459,1.5212056636810305,1.29469,1.2596
1803,4.0,0.3,356,0.04182281496789681,2.0,0.194,0.2631487,0.19098,0.1,0.34975487,0.2812160551548004,0.24666303,0.408779,0.87866,0.72740865,0.73627,0.4911301136016845,0.60822,0.82998
1804,4.0,1.4500000000000002,588,1.1364095539088221,10.0,1.638,1.660165,1.62773,1.525,1.7113336,1.673267841339111,1.7909474,1.56379,1.4751,1.0706708,1.0022,1.64551043510437,1.37231,1.00656
1805,2.0,1.7000000000000002,510,-1.1728051405920272,2.0,1.446,1.6083484,1.50079,1.525,1.6289196,1.5538722276687622,1.6738373,1.563863,1.1748,1.56691,1.5503,1.7336862087249756,1.83389,1.62664
1806,3.0,1.35,741,0.7578103501358943,10.0,1.265,1.3081875,1.2923,1.225,1.2258289,1.2935909032821655,1.1197088,1.250013,1.1796,1.2575173,1.3142,1.0,1.39556,1.28031
1807,3.0,1.1500000000000001,359,-1.2115297937137404,10.0,1.292,1.2587373,1.24613,1.225,1.2902112,1.239149808883667,1.2739944,1.367637,1.2239,1.2282984,1.2491,1.4570553302764893,1.24063,1.43339
1808,3.0,1.7000000000000002,878,-0.343243579530847,2.0,1.708,1.7348534,1.63587,1.775,1.7032225,1.7849351167678833,1.814033,1.59874,1.485,1.8053591,1.804,1.7353776693344116,1.7287,1.85566
1809,4.0,1.4000000000000001,847,1.0440687536629216,1.0,1.381,1.3975632,1.5064,1.625,1.6166719,1.4190841913223269,1.4652153,1.318397,0.80546,1.0613098,0.99754,1.4504601955413818,1.28909,0.76802
1810,2.0,1.9500000000000002,480,-1.9569691677273113,10.0,1.982,1.9593644,1.84139,1.925,1.9395194,1.8511606454849243,1.9426129,1.669041,1.9633,1.9138505,1.976,1.9335812330245967,1.35191,1.9709
1811,2.0,0.9500000000000001,730,1.3404471486141534,1.0,1.028,0.90840065,0.80696,1.0,0.95905834,0.8446997404098511,0.78380084,0.939498,0.8259,1.0901183,1.1056,1.2264214754104614,0.87314,0.84818
1812,2.0,0.7000000000000001,226,0.6423598828575194,2.0,0.517,0.68443567,0.70327,0.55,0.62842286,0.6339701414108276,0.78866774,0.732226,0.55792,0.8175622,0.59195,1.0,1.06393,0.46695
1813,2.0,1.3,604,-0.08882760954022095,2.0,1.3,1.2895751,1.28019,1.275,1.3770149,1.1889088153839111,1.423633,1.261503,1.2101,1.2211549,1.2583,1.468898057937622,1.26238,1.07682
1814,1.0,0.35000000000000003,378,-0.3996865633006457,10.0,0.405,0.39666542,0.40138,0.4,0.31995973,0.3661437928676605,0.53313506,0.511969,0.39307,0.4139989,0.4717,0.4627229869365692,1.10056,0.93401
1815,2.0,1.05,794,-0.20338711337212176,2.0,0.853,0.7888165,0.78684,0.9,1.0133364,0.7924107313156128,0.7659468,0.822892,0.73672,0.97861993,1.0214,0.9996241331100464,0.88541,0.76232
1816,2.0,1.05,749,-0.5150016395717182,2.0,0.886,0.78434306,0.77926,1.0,0.95095986,0.7511599659919739,0.8663249,0.763227,1.0057,1.0875375,1.0449,1.05,0.92731,0.89194
1817,3.0,1.9500000000000002,744,0.12077424790433929,2.0,1.901,1.9224695,1.95478,1.925,1.9083083,1.84299635887146,1.8106878,1.615116,1.8984,1.8053591,1.944,1.0,1.90554,1.79597
1818,2.0,0.6500000000000001,581,1.7607024283420962,1.0,0.574,0.44719622,0.52601,0.75,0.54398733,0.3460866510868072,0.53755116,0.509492,0.60446,0.393578,0.76057,0.6149545907974243,0.28937,0.20973
1819,2.0,0.25,178,-0.10919887865634921,1.0,0.201,0.3365908,0.32657,0.3,0.46425012,0.2408495396375656,0.38320827,0.871451,1.4416,0.84745616,0.56577,1.0,1.01607,0.18359
1820,3.0,1.7500000000000002,131,0.263835333455686,2.0,1.56,1.4522399,1.42043,1.275,1.5527699,1.4437837600708008,1.4952886,1.529905,1.4819,1.573616,1.4859,1.6389093399047852,1.18789,1.43382
1821,2.0,1.1500000000000001,181,-0.6972971573250007,10.0,1.691,1.4838805,0.96667,1.425,1.5999094,1.4325134754180908,1.5341535,1.608661,1.7625,1.4897977,1.3599,1.7258012294769287,1.13932,1.444
1822,4.0,1.4000000000000001,381,1.0926339916562626,2.0,1.568,1.4310431,1.53304,1.325,1.5141711,1.551216721534729,1.2370368,1.364351,1.2932,1.1353396,0.95792,1.0,1.17631,0.84865
1823,3.0,1.05,720,0.09062835945698228,10.0,1.11,1.1777147,1.15321,1.075,1.2143672,1.4514131546020508,1.3481972,1.325182,1.1034,1.220638,1.1474,1.3933994770050049,1.42537,1.39605
1824,1.0,0.9500000000000001,325,0.20642586891247675,2.0,1.032,1.0491593,0.92407,0.95,0.9219061,0.8302991390228271,0.762169,1.407441,0.98094,1.169671,1.0084,1.0,1.28871,1.24507
1825,3.0,1.8,241,-2.0754216794046703,1.0,1.903,1.8786279,1.85108,1.925,1.8729762,1.8301851749420168,1.7385075,1.59077,1.8902,1.6990762,1.8395,1.0,1.6555,1.67044
1826,4.0,1.0,358,-1.2396316155543075,2.0,0.885,0.8454016,0.84654,0.9,0.88537574,0.6633625626564026,0.8482678,0.902791,0.97746,0.9950582,1.0336,1.0,0.7087,0.8785
1827,1.0,0.9000000000000001,388,-1.3176801572659478,1.0,0.629,0.69028854,0.66488,0.75,0.71252257,0.5125637650489807,0.4695462,0.485065,0.93046,0.54024005,0.58221,0.7209795713424683,0.80044,0.96032
