,model1,model2,alpha1,alpha2,change_point,eduN_cp,eduN_m1,eduN_a1,eduN_m2,eduN_a2,BIT_cp,BIT_m1,BIT_a1,BIT_m2,BIT_a2
706,4.0,2.0,2.0,1.85,14.0,10.07652,2.0,1.14942,2.0,1.5516299999999998,14.0,2.0,0.81897,2.0,1.8054
707,4.0,2.0,1.8,0.4,180.0,166.4623,4.0,1.40414,4.0,0.70194,180.0,4.0,1.865,1.0,0.25601
708,1.0,3.0,0.1,1.3,26.0,29.001070000000002,1.0,0.74953,3.0,1.31131,26.0,3.0,0.95415,3.0,0.95415
709,1.0,3.0,0.8,1.35,114.0,134.0383,1.0,0.76641,3.0,1.63421,51.0,3.0,1.7287,3.0,1.7287
710,4.0,0.0,0.1,0.7,33.0,82.76061999999999,4.0,0.60761,0.0,0.5869,33.0,3.0,0.73159,3.0,0.73159
711,2.0,0.0,0.6,0.55,126.0,93.1826,2.0,0.60475,4.0,0.8001199999999999,127.0,2.0,0.75763,4.0,0.95476
712,4.0,2.0,0.85,0.3,114.0,105.80541000000001,4.0,0.73853,2.0,0.43954,114.0,4.0,0.85965,0.0,0.28517
713,1.0,0.0,0.4,0.85,49.0,51.22489,1.0,0.36624,0.0,0.80016,49.0,0.0,0.24885,1.0,0.9643
714,4.0,3.0,0.6,1.75,16.0,28.84277,4.0,0.83081,2.0,1.46139,16.0,0.0,0.80116,2.0,1.8351
715,3.0,3.0,1.2,1.4,38.0,61.12706,0.0,1.14598,2.0,1.11004,59.0,3.0,0.80884,3.0,0.80884
716,4.0,3.0,1.05,1.1,187.0,7.922,4.0,0.9313,4.0,0.99772,10.0,1.0,0.71517,4.0,1.1640000000000001
717,4.0,1.0,0.55,0.95,191.0,139.2353,4.0,0.62265,4.0,0.7216899999999999,192.0,4.0,0.6411,1.0,0.34444
718,3.0,1.0,1.4,0.75,124.0,120.15373999999998,3.0,1.63045,1.0,0.41776,124.0,2.0,1.7426,1.0,0.21125
719,4.0,1.0,0.55,0.75,37.0,32.842079999999996,4.0,0.86124,1.0,0.7333,7.0,2.0,0.87198,0.0,0.32737
720,3.0,3.0,1.3,1.35,96.0,92.90699000000001,3.0,1.63235,3.0,1.30523,96.0,3.0,1.2425,3.0,1.2425
721,1.0,1.0,0.1,0.95,152.0,153.76825,1.0,0.47861000000000004,1.0,0.6418,152.0,3.0,0.96115,3.0,0.96115
722,3.0,2.0,1.5,0.85,177.0,178.20004,2.0,1.28141,2.0,0.76174,177.0,2.0,1.5606,2.0,0.78791
723,3.0,3.0,1.65,1.3,52.0,53.97897,1.0,1.05277,2.0,1.49498,52.0,2.0,1.1472,2.0,1.7209
724,2.0,2.0,1.1,0.55,94.0,92.39465,4.0,0.96847,4.0,0.78198,94.0,4.0,1.0082,2.0,0.67282
725,3.0,4.0,1.55,0.4,179.0,137.0352,3.0,1.4402700000000002,3.0,1.01691,179.0,3.0,1.5708,4.0,1.2786
726,4.0,1.0,1.0,0.95,143.0,134.33565,4.0,1.01263,1.0,0.78232,142.0,2.0,1.0181,1.0,0.8406299999999999
727,0.0,4.0,0.35,0.2,166.0,70.54162,0.0,0.65879,0.0,0.7370899999999999,166.0,4.0,0.41981999999999997,4.0,0.73011
728,0.0,2.0,0.3,1.05,191.0,194.37939,0.0,0.45491000000000004,1.0,0.71622,191.0,0.0,0.35886,2.0,0.7702100000000001
729,0.0,3.0,0.05,1.95,18.0,25.695520000000002,0.0,0.45561999999999997,0.0,0.8813,71.0,3.0,1.0739,2.0,2.0
730,1.0,1.0,0.75,0.65,177.0,178.3444,1.0,0.32522,2.0,0.66457,177.0,0.0,0.55378,1.0,0.43983999999999995
731,1.0,4.0,0.95,1.65,3.0,12.99054,4.0,1.02286,4.0,1.06949,196.0,4.0,1.5607,0.0,0.7049
732,4.0,1.0,0.05,0.05,100.0,90.22061,4.0,0.28472,1.0,0.39066999999999996,100.0,4.0,0.16072999999999998,1.0,0.15768
733,4.0,2.0,1.15,0.65,194.0,188.00395,4.0,1.1591799999999999,4.0,1.10609,194.0,4.0,1.3526,2.0,0.80808
734,4.0,1.0,0.45,0.4,129.0,123.20801999999999,4.0,0.7760699999999999,1.0,0.47762,134.0,3.0,0.86087,1.0,0.19643
735,3.0,2.0,1.2,1.45,48.0,33.39441,2.0,1.1370799999999999,2.0,1.41181,48.0,2.0,1.1204,2.0,1.6266
736,2.0,3.0,1.7,1.25,194.0,128.08434,2.0,1.4691100000000001,2.0,1.1245399999999999,194.0,2.0,1.6621,2.0,1.6155
737,0.0,0.0,0.9,0.05,92.0,52.98052,0.0,0.75376,4.0,0.90599,92.0,4.0,0.77198,2.0,0.93309
738,4.0,2.0,0.25,0.15,15.0,69.41731,0.0,0.66773,2.0,0.49821000000000004,15.0,4.0,0.48728,2.0,0.24911
739,3.0,1.0,1.5,0.65,89.0,81.37499,2.0,1.4087399999999999,1.0,0.42457,89.0,2.0,1.5356,0.0,0.2002
740,0.0,3.0,0.1,1.8,198.0,15.71207,0.0,0.94695,1.0,0.3508,19.0,2.0,1.383,1.0,0.46565
741,0.0,2.0,0.65,1.65,150.0,161.13321000000002,0.0,0.72165,2.0,1.09199,150.0,0.0,0.32154,2.0,1.4918
742,1.0,2.0,0.6,0.15,170.0,163.09466,1.0,0.46381999999999995,1.0,0.49553,7.0,1.0,0.69052,0.0,0.3753
743,1.0,3.0,0.25,1.15,189.0,187.12636,1.0,0.32342,3.0,1.1944299999999999,18.0,1.0,0.78418,0.0,0.50969
744,0.0,3.0,0.3,1.45,145.0,140.84842,1.0,0.53523,2.0,1.1498,119.0,3.0,0.9530200000000001,4.0,0.05898200000000001
745,2.0,3.0,1.25,1.9,60.0,64.74736999999999,2.0,0.92319,3.0,1.7118200000000001,60.0,3.0,1.3647,3.0,1.3647
746,4.0,2.0,1.95,0.15,77.0,76.75975,4.0,1.33481,2.0,0.32455,77.0,4.0,1.7259,2.0,0.16189
747,2.0,0.0,0.5,0.8,38.0,40.806540000000005,2.0,0.86325,1.0,0.4077,52.0,4.0,1.2801,1.0,0.4154
748,0.0,2.0,0.5,1.8,20.0,76.11766999999999,2.0,1.1067799999999999,2.0,1.44146,20.0,4.0,1.0014,2.0,1.7984
749,4.0,4.0,0.7,1.75,122.0,136.7722,4.0,0.71077,4.0,0.93861,122.0,4.0,0.65487,2.0,0.9557
750,0.0,3.0,0.55,1.0,41.0,25.505879999999998,4.0,0.97124,2.0,1.3241399999999999,41.0,3.0,1.1207,3.0,1.1207
751,0.0,2.0,0.95,1.9,113.0,114.89187,0.0,0.44661999999999996,2.0,1.4968700000000001,113.0,0.0,0.30048,2.0,1.7309
752,3.0,3.0,1.45,1.6,102.0,130.74136000000001,2.0,1.49444,3.0,1.13515,102.0,3.0,1.7828,3.0,1.7828
753,1.0,3.0,0.3,1.95,9.0,80.77316,2.0,1.26377,3.0,1.69547,9.0,3.0,1.5366,3.0,1.5366
754,4.0,0.0,1.8,1.0,50.0,35.93137,4.0,1.1270799999999999,0.0,0.66104,50.0,4.0,1.505,4.0,0.353
755,2.0,2.0,1.85,1.1,199.0,130.20072,2.0,1.51285,2.0,1.1464299999999998,1.0,1.0,0.6996399999999999,2.0,1.764
756,1.0,0.0,0.25,0.45,57.0,60.00659,1.0,0.4835,0.0,0.68804,57.0,1.0,0.1802,0.0,0.36745
757,2.0,0.0,1.25,0.25,94.0,94.28093,4.0,0.97915,2.0,0.39597,94.0,2.0,1.0868,0.0,0.30765
758,0.0,4.0,0.4,1.6,49.0,100.211,4.0,0.8337700000000001,4.0,1.01451,49.0,0.0,0.62297,4.0,1.5645
759,0.0,4.0,0.55,0.35,91.0,117.96866000000001,0.0,0.78942,0.0,0.74257,92.0,3.0,0.95806,2.0,0.80795
760,1.0,3.0,0.15,1.2,53.0,52.62757,1.0,0.56289,2.0,1.39818,53.0,3.0,1.2234,3.0,1.2234
761,4.0,4.0,1.7,0.25,183.0,182.65406000000002,4.0,1.40961,4.0,0.9686600000000001,183.0,4.0,1.6444,2.0,0.97549
762,1.0,3.0,0.3,1.8,95.0,96.56022,1.0,0.45642,2.0,1.15753,95.0,0.0,0.37463,2.0,1.3909
763,4.0,1.0,0.1,0.05,95.0,97.82016,4.0,0.38595999999999997,1.0,0.35399,95.0,4.0,0.33547,1.0,0.2029
764,0.0,2.0,0.75,1.3,69.0,52.22852,4.0,0.7662899999999999,2.0,1.1276700000000002,30.0,2.0,1.0012,2.0,1.3202
765,1.0,0.0,0.3,0.85,159.0,160.45026000000001,1.0,0.23356,4.0,0.9547100000000001,159.0,0.0,0.18231,1.0,0.9032399999999999
766,3.0,2.0,1.6,0.8,75.0,60.51023000000001,3.0,1.71935,2.0,0.87251,75.0,3.0,1.7493,4.0,0.88145
767,4.0,0.0,0.05,0.55,174.0,181.98021,4.0,0.2904,4.0,0.97034,1.0,2.0,0.68123,4.0,0.26578
768,2.0,3.0,0.3,1.1,24.0,78.56908,2.0,0.9164700000000001,2.0,1.2615299999999998,26.0,2.0,0.6154,2.0,1.3667
769,0.0,2.0,0.1,0.7,11.0,8.256,2.0,0.8167399999999999,4.0,0.75488,11.0,4.0,0.87465,2.0,0.63955
770,3.0,3.0,1.75,1.0,154.0,134.11164,3.0,1.3880299999999999,3.0,1.16988,154.0,3.0,1.5895,2.0,1.7702
771,2.0,2.0,1.0,0.1,143.0,145.51521,2.0,0.64327,0.0,0.42582,143.0,2.0,0.69921,0.0,0.44518
772,3.0,2.0,1.85,1.6,64.0,38.29732,3.0,1.50013,2.0,1.22212,65.0,2.0,1.8572,2.0,1.6765
773,2.0,4.0,0.3,1.85,11.0,56.05831,0.0,0.9419299999999999,4.0,1.2792,10.0,4.0,0.53142,4.0,1.6095
774,4.0,0.0,0.7,0.5,5.0,92.06299,4.0,0.86436,4.0,0.58153,5.0,2.0,1.3473,4.0,0.36312
775,3.0,3.0,1.4,1.5,34.0,93.02598,4.0,1.29014,3.0,1.47155,124.0,4.0,1.402,2.0,1.9013
776,0.0,0.0,0.85,0.7,81.0,119.31063999999999,0.0,0.58562,1.0,0.8199200000000001,81.0,0.0,0.32626,1.0,0.97211
777,4.0,3.0,1.2,2.0,74.0,75.21444,2.0,0.7973,3.0,1.8953900000000001,74.0,4.0,1.3432,2.0,2.0
778,0.0,3.0,1.0,1.15,129.0,131.29416,0.0,0.68072,2.0,1.3220100000000001,129.0,0.0,0.43809,2.0,1.446
779,3.0,2.0,1.8,0.35,48.0,48.25326,3.0,1.7520099999999998,2.0,0.35468,48.0,3.0,1.786,1.0,0.47276999999999997
780,1.0,0.0,0.5,0.5,32.0,32.65838,1.0,0.37563,1.0,0.32023,32.0,0.0,0.25777,0.0,0.15943
781,0.0,1.0,0.15,0.1,191.0,188.16595,0.0,0.37811,1.0,0.77483,6.0,1.0,0.69812,0.0,0.35731999999999997
782,0.0,2.0,0.9,0.4,34.0,27.79318,0.0,0.7282,2.0,0.56447,35.0,4.0,0.6672899999999999,2.0,0.37908000000000003
783,2.0,4.0,0.35,0.95,58.0,54.27932,2.0,0.7379399999999999,4.0,0.77656,58.0,2.0,0.42365,1.0,0.54419
784,1.0,1.0,0.8,0.7,164.0,160.28955,1.0,0.55695,1.0,0.47018000000000004,6.0,0.0,0.6008600000000001,0.0,0.43699
785,4.0,3.0,1.95,1.3,6.0,127.96323999999998,2.0,1.3271600000000001,2.0,1.25522,2.0,3.0,1.2907,3.0,1.2907
786,2.0,3.0,0.75,1.7,194.0,129.84333999999998,2.0,0.80311,2.0,0.92151,195.0,2.0,0.89239,2.0,1.9817
787,3.0,1.0,1.35,0.95,86.0,65.94343,3.0,1.61632,1.0,0.65064,91.0,3.0,1.5422,1.0,0.3233
788,2.0,4.0,1.75,1.7,162.0,160.01417,2.0,1.57621,2.0,1.02959,162.0,2.0,1.8125,2.0,1.2807
789,2.0,4.0,0.45,1.2,32.0,20.78991,4.0,0.81803,4.0,0.9922799999999999,18.0,0.0,0.36255,4.0,1.0682
790,0.0,3.0,0.1,1.7,138.0,152.04491000000002,0.0,0.8752200000000001,3.0,1.39693,137.0,2.0,0.91674,2.0,1.8489
791,0.0,2.0,0.95,1.15,44.0,44.61072,4.0,0.9315700000000001,4.0,1.11068,45.0,4.0,0.92658,1.0,0.978
792,3.0,4.0,1.45,0.6,172.0,118.17768000000001,2.0,1.11152,4.0,1.04306,172.0,2.0,1.2018,0.0,0.88381
793,0.0,3.0,0.1,1.8,46.0,53.76716,0.0,0.9675799999999999,3.0,1.70555,47.0,4.0,0.71627,2.0,1.8764
794,0.0,4.0,0.65,2.0,182.0,80.2769,4.0,0.6902,4.0,0.67573,6.0,4.0,0.57098,4.0,0.53037
795,3.0,2.0,1.05,1.75,121.0,111.90863999999999,2.0,1.33485,2.0,1.5658100000000001,119.0,2.0,1.6243,2.0,1.7644
796,3.0,0.0,1.3,0.95,7.0,12.617510000000001,2.0,0.90055,1.0,0.35934,9.0,2.0,1.6955,0.0,0.31556999999999996
797,3.0,3.0,1.35,1.25,54.0,32.96986,3.0,1.2270299999999998,2.0,1.25352,54.0,2.0,1.5088,2.0,1.445
798,2.0,0.0,0.6,0.95,158.0,171.77003,2.0,0.75732,1.0,0.6741199999999999,158.0,2.0,0.5957,4.0,1.3305
799,1.0,1.0,0.2,0.1,70.0,50.8755,1.0,0.49792,1.0,0.4066,70.0,1.0,0.53167,2.0,0.07170599999999999
800,3.0,0.0,1.05,0.6,41.0,40.65208,4.0,0.97856,0.0,0.70799,43.0,1.0,0.82534,1.0,0.9244700000000001
801,2.0,2.0,0.65,0.15,149.0,91.02632,4.0,0.95478,2.0,0.44198000000000004,140.0,2.0,0.84091,2.0,0.16785
802,4.0,4.0,0.15,2.0,164.0,166.48424,4.0,0.43413,2.0,1.0008,164.0,4.0,0.28476999999999997,2.0,1.1411
803,0.0,1.0,0.3,0.6,169.0,166.65634,0.0,0.91204,1.0,0.47963,169.0,3.0,0.97482,0.0,0.21597
804,2.0,2.0,1.2,1.15,88.0,77.91801,4.0,1.0086700000000002,4.0,0.98636,88.0,2.0,1.2049,1.0,0.9786100000000001
805,3.0,4.0,1.8,0.7,32.0,86.48991,3.0,1.3007799999999998,4.0,0.9105700000000001,185.0,2.0,1.084,4.0,0.8828
806,3.0,0.0,1.9,1.0,12.0,56.96756,0.0,1.01395,1.0,0.58431,12.0,2.0,1.9127,0.0,0.51799
807,0.0,2.0,0.4,0.95,195.0,35.26402,1.0,0.81498,0.0,0.7794399999999999,13.0,0.0,0.86106,1.0,0.9888899999999999
808,1.0,3.0,0.65,1.45,36.0,35.367940000000004,1.0,0.62702,2.0,1.52967,26.0,3.0,1.4664,3.0,1.4664
809,2.0,2.0,0.8,1.7,174.0,170.87519,4.0,0.80797,2.0,1.44035,174.0,2.0,0.90699,2.0,1.641
810,1.0,2.0,0.65,0.7,28.0,30.924879999999998,1.0,0.48273999999999995,4.0,0.85151,28.0,1.0,0.41827,2.0,0.64472
811,4.0,0.0,0.85,0.75,163.0,163.57359,4.0,0.68508,4.0,0.79277,163.0,4.0,0.8705200000000001,1.0,0.73048
812,2.0,1.0,0.6,0.25,95.0,95.18668000000001,4.0,0.87659,1.0,0.34246,95.0,4.0,1.2486,0.0,0.1581
813,1.0,3.0,0.15,1.3,28.0,29.064420000000002,4.0,0.68477,3.0,1.5845,28.0,3.0,1.2775,3.0,1.2775
814,4.0,1.0,1.15,0.25,20.0,22.00524,0.0,0.7689199999999999,1.0,0.32322,21.0,0.0,0.89065,1.0,0.17259000000000002
815,0.0,4.0,0.4,0.95,36.0,38.29056,4.0,0.72723,4.0,0.8400799999999999,36.0,0.0,0.8054399999999999,2.0,0.9022600000000001
816,2.0,3.0,0.55,1.0,194.0,132.21979,2.0,0.69431,2.0,0.7148100000000001,194.0,2.0,0.51072,0.0,0.7528699999999999
817,0.0,3.0,0.5,1.1,152.0,124.70755,0.0,0.6281,3.0,1.17041,152.0,3.0,0.9048,2.0,1.2704
818,1.0,1.0,0.5,0.95,106.0,99.60769,1.0,0.70668,1.0,0.66015,105.0,3.0,0.87982,0.0,0.47286999999999996
819,4.0,4.0,0.3,1.3,167.0,170.15447,4.0,0.51063,4.0,0.8238700000000001,167.0,4.0,0.42958,2.0,1.0092
820,2.0,4.0,1.05,1.2,41.0,86.7779,2.0,1.06528,4.0,1.054,41.0,2.0,1.0979,2.0,1.1958
821,1.0,0.0,0.55,0.9,86.0,89.05343,1.0,0.41347,4.0,0.9061299999999999,88.0,0.0,0.55242,1.0,0.9706299999999999
822,4.0,0.0,1.2,0.45,122.0,138.02228,4.0,0.82905,1.0,0.77462,125.0,4.0,0.65213,0.0,0.52049
823,4.0,0.0,0.55,0.55,184.0,135.36816000000002,4.0,0.70495,4.0,0.9235899999999999,184.0,4.0,0.52283,0.0,0.7840600000000001
824,4.0,2.0,0.5,1.6,25.0,17.18223,4.0,1.13216,2.0,1.41079,25.0,2.0,1.022,2.0,1.7188
825,4.0,3.0,0.35,1.2,39.0,30.36565,4.0,0.72447,2.0,1.20297,39.0,3.0,1.2874,3.0,1.2874
826,3.0,2.0,1.6,0.45,171.0,164.88984,3.0,1.46739,0.0,0.57391,168.0,3.0,1.2389,2.0,0.49282
827,3.0,4.0,2.0,1.05,44.0,45.88358,3.0,1.8724599999999998,3.0,0.8535299999999999,0.0,3.0,1.96,3.0,1.96
828,1.0,2.0,0.7,1.45,54.0,53.115019999999994,1.0,0.38139,2.0,1.07301,54.0,0.0,0.41163,2.0,1.4458
829,1.0,3.0,0.6,1.55,117.0,118.7051,1.0,0.45005,3.0,1.5203799999999998,117.0,3.0,1.4799,3.0,1.4799
830,3.0,4.0,1.75,1.1,3.0,72.82656999999999,4.0,0.9526399999999999,4.0,0.8246899999999999,4.0,2.0,0.9943299999999999,4.0,1.0515
831,1.0,4.0,0.35,0.6,196.0,74.10226999999999,1.0,0.61812,1.0,0.69529,25.0,0.0,0.53222,1.0,0.59685
832,2.0,1.0,1.1,0.6,92.0,72.4786,2.0,1.08341,1.0,0.65486,46.0,4.0,0.7872100000000001,0.0,0.28651
833,3.0,1.0,1.0,0.55,118.0,108.5395,3.0,1.1180700000000001,1.0,0.37085,118.0,2.0,1.2385,0.0,0.17124
834,0.0,1.0,0.4,0.95,99.0,98.84799,4.0,0.7723800000000001,1.0,0.58991,99.0,2.0,0.97436,1.0,0.45897
835,0.0,4.0,0.7,0.15,163.0,147.70434,0.0,0.71111,0.0,0.61658,164.0,3.0,0.71119,0.0,0.5028699999999999
836,0.0,4.0,0.75,1.45,123.0,142.95715,0.0,0.92294,4.0,1.01625,124.0,3.0,0.89299,0.0,0.21795
837,1.0,3.0,0.35,1.3,180.0,124.50277,1.0,0.45623,4.0,0.9150299999999999,79.0,0.0,0.45933,2.0,0.5572199999999999
838,2.0,1.0,1.6,0.9,91.0,87.6131,2.0,1.46351,1.0,0.7408,91.0,2.0,1.6364,1.0,0.8226600000000001
839,0.0,1.0,0.25,0.05,135.0,141.21168,0.0,0.48385,1.0,0.46875,133.0,3.0,1.048,0.0,0.70038
840,3.0,3.0,1.4,1.95,131.0,130.99655,3.0,1.4397799999999998,2.0,1.32179,131.0,3.0,1.4297,3.0,1.4297
841,2.0,4.0,1.3,0.1,100.0,94.60687,2.0,1.2676,4.0,0.74346,96.0,2.0,1.2557,4.0,0.85819
842,1.0,1.0,0.75,0.6,99.0,72.25419000000001,1.0,0.73428,1.0,0.6335,119.0,3.0,0.70453,1.0,0.55638
843,1.0,0.0,0.05,0.05,99.0,101.09079,1.0,0.25766,4.0,0.85893,100.0,2.0,0.1342,4.0,0.9561700000000001
844,4.0,2.0,1.65,1.4,166.0,167.18437,4.0,1.24347,4.0,1.27519,166.0,4.0,1.3464,2.0,1.4461
845,2.0,0.0,0.2,0.25,31.0,36.78327,4.0,1.05742,2.0,0.65972,30.0,2.0,0.5728,4.0,1.1733
846,0.0,3.0,0.9,1.3,55.0,58.353519999999996,0.0,0.703,2.0,1.29906,55.0,3.0,1.2577,3.0,1.2577
847,3.0,2.0,1.1,1.55,23.0,12.82695,4.0,1.0111,2.0,1.32112,22.0,2.0,1.1535,2.0,1.4835
848,0.0,2.0,0.55,0.7,123.0,140.16078000000002,0.0,0.70316,4.0,0.8718799999999999,122.0,0.0,0.19234,2.0,0.85369
849,0.0,2.0,0.4,1.0,65.0,99.57794,1.0,1.03909,4.0,0.82824,65.0,3.0,0.9523299999999999,4.0,1.0668
850,3.0,3.0,1.5,2.0,183.0,183.73793999999998,3.0,0.75878,3.0,1.8758599999999999,184.0,3.0,1.39,3.0,1.99
851,1.0,1.0,0.3,0.4,193.0,126.70934,1.0,0.439,1.0,0.59801,1.0,4.0,0.51115,0.0,0.28681999999999996
852,3.0,2.0,1.1,1.6,181.0,133.26976000000002,2.0,1.08945,2.0,0.89574,181.0,3.0,1.2953,2.0,1.0291
853,2.0,3.0,1.6,1.1,161.0,157.91598,2.0,1.73575,3.0,1.20468,164.0,2.0,1.6775,2.0,1.5427
854,3.0,3.0,1.1,1.65,175.0,138.67138,2.0,1.30805,2.0,1.05461,175.0,2.0,1.4751,1.0,0.8986200000000001
855,1.0,2.0,0.45,0.3,181.0,186.97868,1.0,0.2587,1.0,0.79404,181.0,0.0,0.15832000000000002,2.0,0.7971600000000001
856,4.0,4.0,1.1,1.7,95.0,75.68124,4.0,0.93785,4.0,0.80998,94.0,2.0,0.9859399999999999,1.0,0.8746
857,2.0,2.0,1.45,0.55,155.0,154.06273000000002,2.0,1.24195,2.0,0.69814,155.0,2.0,1.6047,2.0,0.74508
858,3.0,2.0,1.2,1.6,76.0,52.96678000000001,3.0,1.3161100000000001,2.0,1.46955,73.0,2.0,1.5090000000000001,2.0,1.6319
859,3.0,3.0,1.7,1.9,179.0,130.47638,2.0,1.25367,3.0,1.3934799999999998,178.0,2.0,1.8559999999999999,2.0,1.1929
860,4.0,1.0,0.35,0.8,87.0,86.24374,4.0,0.46965,1.0,0.7250300000000001,85.0,3.0,0.8602700000000001,3.0,0.8602700000000001
861,0.0,4.0,0.05,1.3,132.0,95.58248,0.0,0.80153,4.0,0.95773,132.0,1.0,0.97301,2.0,1.0554
862,3.0,1.0,1.15,0.5,89.0,103.40482,4.0,1.10925,1.0,0.35998,96.0,2.0,1.2099,0.0,0.4097
863,3.0,2.0,1.65,0.95,112.0,96.17246999999999,3.0,1.45571,2.0,0.97215,105.0,2.0,1.9572,4.0,1.0729
864,1.0,4.0,0.05,0.8,89.0,85.8409,1.0,0.39545,2.0,0.71919,89.0,0.0,0.1554,4.0,0.9923700000000001
865,1.0,0.0,0.65,0.35,129.0,130.36059,1.0,0.62364,4.0,0.89812,99.0,3.0,0.58991,3.0,0.58991
866,3.0,3.0,1.3,1.6,76.0,95.71677,3.0,1.33294,2.0,1.5689,76.0,3.0,1.5922,3.0,1.5922
867,2.0,3.0,1.95,1.85,115.0,117.93242,2.0,1.49422,2.0,1.37773,115.0,3.0,1.8698,2.0,1.3685
868,3.0,1.0,1.3,0.4,19.0,19.26905,0.0,0.8354799999999999,1.0,0.34391,19.0,2.0,0.9865,2.0,0.064933
869,2.0,3.0,1.55,1.55,85.0,82.3423,2.0,1.45215,3.0,1.6943,85.0,3.0,1.7697,3.0,1.7697
870,0.0,0.0,0.95,0.2,92.0,71.42596999999999,1.0,0.8562,4.0,0.9661799999999999,92.0,4.0,0.7959,1.0,0.97652
871,2.0,1.0,1.75,0.9,170.0,171.16806,2.0,1.61075,1.0,0.49946999999999997,170.0,2.0,1.7002,2.0,0.17699
872,3.0,1.0,1.5,0.05,12.0,10.79614,0.0,0.8704200000000001,1.0,0.33914,12.0,2.0,0.92711,0.0,0.1462
873,3.0,2.0,1.35,0.6,68.0,68.27319,2.0,1.06833,2.0,0.6252800000000001,68.0,2.0,1.4724,1.0,0.38622
874,2.0,0.0,1.2,0.1,177.0,175.68255,2.0,1.24763,1.0,0.50736,177.0,2.0,1.3939,1.0,0.26287
875,0.0,1.0,0.35,0.1,186.0,181.36331,4.0,0.94506,1.0,0.67008,183.0,1.0,0.99354,1.0,0.54093
876,1.0,0.0,1.0,0.3,35.0,37.66922,1.0,0.46397,0.0,0.51522,35.0,0.0,0.47339,4.0,1.0196
877,0.0,0.0,0.9,0.15,141.0,114.34414,0.0,0.78418,0.0,0.82683,142.0,0.0,0.5453,4.0,0.66725
878,3.0,1.0,1.95,0.1,125.0,123.99741999999999,2.0,1.6601099999999998,1.0,0.46837,125.0,3.0,1.5061,1.0,0.20908000000000002
879,0.0,4.0,0.05,0.7,31.0,30.36778,4.0,0.77153,2.0,0.65997,31.0,2.0,1.0043,2.0,1.11
880,3.0,3.0,1.55,1.95,19.0,21.87614,2.0,1.33358,3.0,1.6450599999999997,130.0,2.0,1.7074,2.0,1.9998
881,3.0,2.0,1.85,0.45,25.0,25.05455,0.0,0.95199,2.0,0.57726,25.0,2.0,1.0577,2.0,0.50185
882,4.0,0.0,0.8,0.55,39.0,76.39519,0.0,0.87471,0.0,0.5187,39.0,2.0,1.1937,0.0,0.47126
883,4.0,3.0,1.8,1.2,149.0,148.40518,4.0,1.39978,2.0,1.31029,149.0,4.0,1.5252,2.0,1.6567
884,0.0,3.0,0.85,1.55,174.0,173.71337,0.0,0.60182,3.0,1.2191100000000001,174.0,4.0,0.50189,2.0,0.93465
885,2.0,1.0,1.7,0.05,173.0,167.11048,2.0,1.46641,1.0,0.52271,173.0,2.0,1.7861,1.0,0.26119000000000003
886,0.0,3.0,0.2,1.5,140.0,147.40354,0.0,0.73949,2.0,1.05265,140.0,0.0,0.41003999999999996,2.0,1.6447
887,2.0,0.0,0.85,0.5,196.0,137.4131,4.0,0.89556,4.0,0.9318700000000001,196.0,2.0,0.92514,1.0,0.40275
888,0.0,2.0,0.25,1.85,112.0,84.06164,4.0,1.24504,2.0,1.65383,112.0,1.0,0.9876299999999999,2.0,1.8807
889,0.0,2.0,0.1,1.55,141.0,137.72631,4.0,0.82431,2.0,1.3822,142.0,2.0,0.94458,2.0,1.6283
890,4.0,3.0,1.5,1.3,162.0,171.34319,4.0,1.4732,3.0,1.4182299999999999,161.0,4.0,1.5893,2.0,1.4951
891,2.0,3.0,0.65,1.1,137.0,135.91019,2.0,0.80918,2.0,1.41678,137.0,3.0,1.2828,3.0,1.2828
892,4.0,0.0,1.95,0.5,71.0,71.79634,4.0,1.2160600000000001,1.0,0.34443,71.0,4.0,1.5586,1.0,0.15974000000000002
893,0.0,0.0,0.25,0.05,34.0,27.337840000000003,0.0,0.7456,1.0,0.37353000000000003,33.0,0.0,0.68092,0.0,0.15929000000000001
894,2.0,3.0,0.9,1.95,187.0,122.61918,4.0,0.7721100000000001,3.0,1.31807,187.0,2.0,0.8612700000000001,2.0,1.9973
895,3.0,3.0,1.15,1.45,198.0,108.39782,2.0,1.18798,3.0,1.36645,198.0,2.0,1.6580000000000001,2.0,0.76484
896,1.0,3.0,0.3,1.25,183.0,182.13395,1.0,0.31185,4.0,1.05055,160.0,0.0,0.15892,0.0,0.28572
897,3.0,1.0,1.0,0.45,3.0,76.21672,1.0,0.77285,1.0,0.6285,198.0,0.0,0.46906000000000003,1.0,0.6610699999999999
898,0.0,1.0,0.65,1.0,180.0,189.55642,0.0,0.7073,0.0,0.70153,180.0,0.0,0.55132,1.0,0.38977
899,2.0,0.0,0.55,0.75,185.0,183.01023,2.0,0.79945,4.0,0.9232799999999999,185.0,2.0,0.61136,1.0,0.82183
900,1.0,3.0,0.55,2.0,140.0,139.71083000000002,1.0,0.62574,3.0,1.7014799999999999,140.0,3.0,0.58687,2.0,1.9352
901,1.0,2.0,0.1,1.6,184.0,183.0284,1.0,0.37121,4.0,1.28378,184.0,0.0,0.19330999999999998,4.0,0.79228
902,3.0,0.0,1.0,0.75,171.0,169.88346,3.0,1.07629,4.0,0.6825,170.0,2.0,1.2706,1.0,0.81966
