,model,alpha,length,diff_coef,loc_error,UCL,UCL_a,UCL_c,UCL_f,UCL_l,UCL_s,eduN,eduN_a,eduN_c,eduN_f,eduN_l,eduN_s,UPV-MAT,UPV-MAT_a,UPV-MAT_c,UPV-MAT_f,UPV-MAT_l,UPV-MAT_s,Erasmus MC,Erasmus MC_a,Erasmus MC_c,Erasmus MC_f,Erasmus MC_l,Erasmus MC_s,WUST ML A,WUST ML A_a,WUST ML A_c,WUST ML A_f,WUST ML A_l,WUST ML A_s,WUST ML B,WUST ML B_a,WUST ML B_c,WUST ML B_f,WUST ML B_l,WUST ML B_s,BIT,BIT_a,BIT_c,BIT_f,BIT_l,BIT_s
509,2.0,0.9000000000000001,969,0.2183705511658882,7.33,2,0.0,0.0,0.5271,0.0,0.4729,2,0.36786,8e-05,0.4374,1e-05,0.19465,2,0.01,0.0,0.53,0.0,0.46,4,0.007249345537275,0.00012198757031,0.4799745380878448,0.0030277839396148,0.5096263885498047,2,0,0,1,0,0,4,0.001226097444025448,6.012727932830027e-05,0.18065266458137025,0.00039180507615823023,0.8176693056191178,2,0.0,0.0,0.64063,0.0,0.35937
510,4.0,0.4,964,0.4104760657185547,1.67,4,0.0001,0.0,0.0,0.0,0.9999,4,0.00057,0.0,1e-05,0.0,0.99943,4,0.0,0.0,0.0,0.0,1.0,4,0.0034320601262152,0.0001752659736666,0.0046281274408102,0.0004022609209641,0.9913622736930848,4,0,0,0,0,1,0,0.7594780093165291,0.04881117110530944,9.31705927623497e-05,0.00010328916513609935,0.1915143598202634,4,0.0,0.0,0.0,0.0,1.0
511,2.0,1.1500000000000001,804,0.6430613151467495,7.33,2,0.0,0.0,0.976,0.0,0.024,2,0.13737,0.00012,0.70438,6e-05,0.15807,2,0.0,0.0,0.53,0.47,0.0,2,0.0006948004011064,0.0003280025848653,0.5007391571998596,0.4256337583065033,0.0726043507456779,4,0,0,0,0,1,2,0.0025012296292003964,8.423935037548526e-05,0.7656264892780883,0.13245512383919264,0.09933291790314329,1,0.0,0.95833,0.041667,0.0,0.0
512,1.0,0.6500000000000001,245,-0.9363081351015252,4.0,1,0.0006,0.9994,0.0,0.0,0.0,1,0.1441,0.8558,1e-05,4e-05,6e-05,1,0.09,0.91,0.0,0.0,0.0,1,0.0745693892240524,0.9240578413009644,0.0006427451735362,0.000360146688763,0.0003698801156133,1,0,1,0,0,0,0,0.9812014046461252,0.009286151200600124,0.0004137195775504842,0.00012086471266068132,0.008977859863063622,1,0.0,1.0,0.0,0.0,0.0
513,4.0,0.4,622,1.4576790013057717,1.33,4,0.0618,0.0,0.0,0.0,0.9382,4,0.01495,1e-05,8e-05,0.0,0.98497,4,0.0,0.0,0.0,0.0,1.0,4,0.0033710086718201,0.0001737167913233,0.0047470615245401,0.0003900644369423,0.9913182258605956,4,0,0,0,0,1,4,0.01788769788702231,0.00023946334973324888,0.22837251768177128,0.013459833728236828,0.7400404873532364,4,0.0,0.0,0.0,0.0,1.0
514,1.0,0.05,46,0.10107868785506197,7.0,1,0.0004,0.9996,0.0,0.0,0.0,1,0.08613,0.84297,1e-05,0.07084,5e-05,1,0.01,0.99,0.0,0.0,0.0,1,0.01891047693789,0.9805573225021362,0.000442886725068,1.345843429589877e-06,8.805330435279757e-05,1,0,1,0,0,0,1,0.050995586099509854,0.9489244794861836,4.894956628573423e-06,6.226853160978796e-06,6.881260451694302e-05,1,0.0,1.0,0.0,0.0,0.0
515,1.0,0.7500000000000001,508,0.05006955379732677,7.0,1,0.0002,0.9998,0.0,0.0,0.0,1,0.01747,0.98253,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1,0.0066848625428974,0.990125298500061,0.0023839089553803,0.0003253177565056,0.0004805895441677,1,0,1,0,0,0,1,0.3063027678815948,0.693317426834691,5.092509232234181e-05,8.730441466970499e-05,0.00024157577672212697,3,0.0,0.0,0.0,1.0,0.0
516,0.0,0.9000000000000001,309,0.3402990430635254,4.33,0,1.0,0.0,0.0,0.0,0.0,0,0.99823,0.0009,4e-05,0.0,0.00083,0,1.0,0.0,0.0,0.0,0.0,0,0.9942223429679872,0.0023098664823919,0.0011760421330109,7.303496386157349e-05,0.0022187619470059,0,1,0,0,0,0,0,0.8182279152943908,0.001932816844044578,0.004842201109527496,0.0003699953224453378,0.17462707142959133,3,0.0,0.0,0.0,1.0,0.0
517,3.0,1.6,515,-0.9990930297682281,4.0,3,0.0,0.0,0.0,1.0,0.0,3,1e-05,0.0,0.00138,0.9986,1e-05,3,0.0,0.0,0.0,1.0,0.0,3,7.827317313058302e-05,0.0001097578788176,0.0008836021879687,0.9988529682159424,7.536832708865404e-05,3,0,0,0,1,0,3,5.077286746210473e-06,3.7776613496600363e-07,0.0021987869537665214,0.9977706837229328,2.5074270419712824e-05,3,0.0,0.0,0.0,1.0,0.0
518,0.0,0.9500000000000001,745,2.155170664733309,7.33,1,0.0352,0.9648,0.0,0.0,0.0,1,0.04002,0.95991,0.0,6e-05,0.0,1,0.04,0.96,0.0,0.0,0.0,1,0.0090162744745612,0.9890134334564208,0.0013150461018085,0.000339914986398,0.0003153532161377,1,0,1,0,0,0,1,0.05224310662057829,0.9477323705929267,1.0360496950944333e-05,3.987889942025485e-06,1.0174399601652687e-05,3,0.0,0.0,0.0,1.0,0.0
519,2.0,1.8,54,-1.0362029578368146,7.33,2,0.0,0.0,1.0,0.0,0.0,2,0.0762,0.01181,0.69663,0.15663,0.05874,2,0.0,0.0,0.69,0.31,0.0,2,0.0001627206074772,9.327867155661806e-05,0.9987653493881226,0.0002849371812772,0.0006938287988305,2,0,0,1,0,0,3,0.0002633746146502354,1.4531570046814484e-05,0.1853331914809804,0.8122931750869291,0.0020957272473932638,2,0.0,0.0,1.0,0.0,0.0
520,0.0,0.8500000000000001,14,0.7478330473021493,1.67,4,0.127,0.0,0.2804,0.0,0.5926,2,0.20629,0.09184,0.33963,0.06257,0.29967,2,0.23,0.01,0.3,0.27,0.19,4,0.2627703845500946,0.0059528886340558,0.2657504677772522,0.0080154743045568,0.457510769367218,4,0,0,0,0,1,0,0.8954457598784048,0.010407035852957679,0.03190742399061483,0.04168956268017525,0.020550217597847652,4,0.16667,0.18229,0.26563,0.0,0.38542
521,1.0,0.55,423,-0.16339420711422686,7.33,1,0.0328,0.9672,0.0,0.0,0.0,1,0.07067,0.92496,0.00048,0.00382,7e-05,1,0.11,0.89,0.0,0.0,0.0,1,0.043572049587965,0.9549249410629272,0.0007542106322944,0.0002496486995369,0.0004992047324776,1,0,1,0,0,0,0,0.9428395232335369,0.055969099775908714,3.792865003892714e-05,3.4741708257577815e-05,0.0011187066322576075,0,1.0,0.0,0.0,0.0,0.0
522,3.0,1.7000000000000002,670,0.5885451352900801,10.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,7.903559162514284e-05,0.0001104926413972,0.0008823967655189,0.9988521337509156,7.589493179693818e-05,3,0,0,0,1,0,3,2.614640273885882e-09,8.62005470962377e-10,1.0714355583659917e-07,0.9999997023452317,1.8703456694677515e-07,3,0.0,0.0,0.0,1.0,0.0
523,1.0,0.35000000000000003,698,-0.37536516124273417,4.67,1,0.0223,0.9777,0.0,0.0,0.0,1,0.00865,0.99125,0.0,0.0001,0.0,1,0.01,0.99,0.0,0.0,0.0,1,0.0088076181709766,0.989186942577362,0.0013430198887363,0.000344111904269,0.0003184357774443,1,0,1,0,0,0,1,0.012381662483134243,0.987613839657618,2.5519909504044526e-06,9.80347982672904e-07,9.65520314443077e-07,3,0.0,0.0,0.0,1.0,0.0
524,3.0,1.0,333,-0.7012543657706295,7.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,1e-05,0.99999,0.0,3,0.0,0.0,0.03,0.96,0.01,3,7.893225847510621e-05,0.000110546927317,0.0008869088487699,0.998847484588623,7.60986004024744e-05,3,0,0,0,1,0,4,0.01295845735531806,0.000311936068530218,0.08672360050263758,0.4002612273854471,0.49974477868806694,3,0.0,0.0,0.0,1.0,0.0
525,0.0,0.5,156,-0.39273619610380023,10.0,0,0.7604,0.2396,0.0,0.0,0.0,0,0.75971,0.23931,0.0,0.00098,0.0,0,0.53,0.47,0.0,0.0,0.0,0,0.993802011013031,0.0029514383058995,0.001202225103043,6.46308035356924e-05,0.0019797605928033,1,0,1,0,0,0,1,0.004479228014831137,0.995477521570144,4.90331010796164e-06,7.0612920069713465e-06,3.128581291028164e-05,3,0.0,0.0,0.0,1.0,0.0
526,1.0,0.9000000000000001,518,0.26421925851328637,4.33,1,0.0,1.0,0.0,0.0,0.0,1,0.00862,0.99138,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1,0.0076841819100081,0.9900424480438232,0.0015761932590976,0.0003541774058248,0.0003429972566664,1,0,1,0,0,0,1,0.04599186527459988,0.9538337318379246,2.7446228435415245e-05,1.103014164313727e-05,0.0001359265173969377,3,0.0,0.0,0.0,1.0,0.0
527,4.0,1.4500000000000002,81,0.3521094661732852,4.67,4,0.0367,0.0,0.286,0.0,0.6773,4,0.2719,0.00946,0.27231,0.02005,0.42628,4,0.12,0.02,0.07,0.01,0.78,4,0.0076567237265408,0.0003391038626432,0.0724985972046852,0.0022701672278344,0.9172354340553284,4,0,0,0,0,1,0,0.4060057925116095,0.0020731396132865902,0.26765107221803,0.046673424426785445,0.2775965712302884,1,0.0,0.66667,0.072917,0.0,0.26042
528,1.0,0.4,39,0.8574883039973561,7.0,1,0.2391,0.7609,0.0,0.0,0.0,1,0.03984,0.63771,0.26742,0.00676,0.04828,1,0.1,0.89,0.01,0.0,0.0,1,0.0043196966871619,0.9892431497573853,0.0063275513239204,2.6076195354107767e-05,8.352280565304682e-05,4,0,0,0,0,1,1,0.0801884693052447,0.8811517296913011,0.01968675167059326,0.00022798291683057544,0.018745066416030003,1,0.45312,0.54688,0.0,0.0,0.0
529,2.0,0.25,229,0.501971093225721,7.33,2,0.0,0.0,0.9996,0.0,0.0003,2,0.00168,1e-05,0.99693,0.0,0.00138,2,0.01,0.0,0.99,0.0,0.0,2,0.0017408544663339,0.0050816335715353,0.9887145161628724,0.0010445988737046,0.0034184132236987,2,0,0,1,0,0,2,0.003431444304205381,0.00041208284104696995,0.7996884604544192,6.913027626147601e-05,0.19639888212406725,2,0.0,0.0,1.0,0.0,0.0
530,1.0,0.35000000000000003,391,1.7508868024298703,4.0,1,0.0016,0.9984,0.0,0.0,0.0,1,0.07311,0.92521,0.0,0.00167,0.0,1,0.04,0.96,0.0,0.0,0.0,1,0.0101209357380867,0.9879882335662842,0.001218486810103,0.0003561238991096,0.0003162418142892,1,0,1,0,0,0,1,0.28501410277588934,0.7149301243216672,1.5929999151965157e-05,6.253748339170172e-06,3.3589154952447086e-05,3,0.0,0.0,0.0,1.0,0.0
531,4.0,0.45,547,-0.40439161107032945,1.33,4,0.0025,0.0,0.0,0.0,0.9975,4,0.07297,1e-05,0.00027,1e-05,0.92674,4,0.0,0.0,0.0,0.0,1.0,4,0.0035623400472104,0.0001775171258486,0.0045986999757587,0.0004019458428956,0.991259515285492,4,0,0,0,0,1,0,0.9295189684476779,3.6880569775376646e-05,0.0010787177010950447,1.4843426903139299e-05,0.0693505898545486,4,0.0,0.0,0.0,0.0,1.0
532,3.0,1.55,507,-1.2443313270147949,10.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,8.103177970042452e-05,0.0001122318644775,0.0008803898235782,0.9988490343093872,7.723277667537332e-05,3,0,0,0,1,0,3,2.2682931852517214e-06,5.758650027968422e-07,3.331473558638204e-05,0.9999575780696944,6.263036531047621e-06,3,0.0,0.0,0.0,1.0,0.0
533,2.0,0.9000000000000001,852,0.20058404081002423,4.0,2,0.0001,0.0,0.9386,0.0,0.0613,2,0.23602,0.00013,0.54362,2e-05,0.2202,2,0.0,0.0,0.59,0.0,0.41,2,0.0024876028764992,0.0001448740804335,0.7269806861877441,0.0125739956274628,0.2578129172325134,4,0,0,0,0,1,4,0.009190350159586816,0.00010730745145614332,0.025493664266119497,0.00012970080071199308,0.9650789773221256,2,0.0,0.0,0.91667,0.0,0.083333
534,0.0,1.0,165,-0.19299404515158777,1.67,0,0.9738,0.0262,0.0,0.0,0.0,0,0.70718,0.28435,0.00597,8e-05,0.00242,1,0.25,0.75,0.0,0.0,0.0,1,0.058969035744667,0.9396608471870422,0.0006374397198669,0.0003588859108276,0.000373830931494,0,1,0,0,0,0,0,0.8585946143145737,0.019456285068204855,0.0034300767706692548,7.672928224464026e-05,0.11844229456430744,3,0.0,0.0,0.0,1.0,0.0
535,4.0,1.2000000000000002,428,0.8617991977410245,7.33,2,0.0014,0.0,0.5123,0.0,0.4863,2,0.35654,0.00011,0.40555,1e-05,0.23779,4,0.0,0.0,0.23,0.0,0.77,2,0.0045399698428809,0.0001291131338803,0.5758920907974243,0.0048230299726128,0.4146157205104828,2,0,0,1,0,0,4,0.002154986598886967,0.00011529010941577562,0.05708561450460131,0.003322608966075773,0.9373214998210202,2,0.0,0.0,0.625,0.0,0.375
536,0.0,0.2,649,0.8127890780723894,4.0,0,1.0,0.0,0.0,0.0,0.0,0,0.99458,0.0053,1e-05,9e-05,2e-05,0,1.0,0.0,0.0,0.0,0.0,0,0.994218111038208,0.002355781616643,0.0011704276548698,7.194323552539572e-05,0.0021837677340954,0,1,0,0,0,0,1,0.21839676504715433,0.7753551784492783,0.0002027922513347858,1.1911297923906978e-05,0.00603335295430866,3,0.0,0.0,0.0,1.0,0.0
537,1.0,0.4,582,0.22985453455333896,1.67,1,0.0004,0.9996,0.0,0.0,0.0,1,0.07069,0.9292,0.0,0.00011,0.0,1,0.09,0.91,0.0,0.0,0.0,1,0.0840288773179054,0.9146081805229188,0.0006724649574607,0.0003203974338248,0.0003701355308294,1,0,1,0,0,0,1,0.02862769299528616,0.9712358450054096,5.43488412631777e-06,3.759851073993237e-06,0.0001272672641035884,3,0.0,0.0,0.0,1.0,0.0
538,4.0,0.7500000000000001,195,-0.3084083297751192,1.0,4,0.0071,0.0,0.0177,0.0,0.9752,4,0.26687,0.00048,0.11426,0.00024,0.61815,4,0.02,0.0,0.11,0.0,0.87,4,0.0057705659419298,0.0001924222015077,0.0113098574802279,0.0003382310387678,0.9823889136314392,4,0,0,0,0,1,4,0.11767007422650846,0.00015314593677111327,0.06670139651305315,0.0006277646138503308,0.8148476187098169,1,0.083333,0.91667,0.0,0.0,0.0
539,3.0,1.7500000000000002,571,-0.12743555296567793,1.67,3,0.0,0.0,0.0001,0.9999,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,8.007523865671828e-05,0.0001115778359235,0.0008815567707642,0.9988504648208618,7.62508061598055e-05,3,0,0,0,1,0,3,1.7345861572601174e-06,8.646162204365038e-08,0.001263780755111257,0.9987171183902835,1.727980682531427e-05,2,0.0,0.0,1.0,0.0,0.0
540,0.0,0.05,313,-0.23866590129371323,10.0,0,1.0,0.0,0.0,0.0,0.0,0,0.62248,0.14707,0.15623,1e-05,0.07422,0,1.0,0.0,0.0,0.0,0.0,0,0.9941866397857666,0.0023867837153375,0.0011640090961009,7.00150994816795e-05,0.0021925319451838,0,1,0,0,0,0,4,0.056888833280956674,0.0015686850922247944,0.0014781335949030415,0.004752538303483163,0.9353118097284323,3,0.0,0.0,0.0,1.0,0.0
541,4.0,1.9500000000000002,674,-0.9684187406481317,4.33,4,0.0,0.0,0.0,0.0,1.0,4,0.00042,0.0,7e-05,0.0,0.99952,4,0.0,0.0,0.0,0.0,1.0,4,0.001243837410584,0.0002588020870462,0.0060777445323765,0.0002752557338681,0.9921443462371826,4,0,0,0,0,1,3,0.001561382540633798,2.2732943357403223e-05,0.05217235447531688,0.9312896322790034,0.014953897761688576,4,0.0,0.0,0.0,0.0,1.0
542,0.0,0.2,619,0.6369419043121428,1.33,0,0.7682,0.2318,0.0,0.0,0.0,0,0.85655,0.14113,0.0,0.0023,2e-05,0,0.99,0.01,0.0,0.0,0.0,0,0.994162142276764,0.002471111016348,0.0011542499996721,6.815126107539982e-05,0.0021443224977701,1,0,1,0,0,0,0,0.6725987125295301,0.32675394243535844,4.613990953455742e-05,3.2828947019656506e-05,0.0005683761785570798,0,1.0,0.0,0.0,0.0,0.0
543,0.0,1.0,897,-0.5403480466429236,7.33,0,0.9982,0.0018,0.0,0.0,0.0,0,0.75588,0.24408,1e-05,1e-05,3e-05,1,0.18,0.82,0.0,0.0,0.0,0,0.990426242351532,0.0069521521218121,0.0012065628543496,8.912104385672137e-05,0.0013259375700727,0,1,0,0,0,0,0,0.9377165573278861,0.06200106128235015,2.5289677789833453e-05,4.837073998677199e-06,0.00025225463797493285,3,0.0,0.0,0.0,1.0,0.0
544,0.0,0.55,254,0.08164360354049877,4.67,0,1.0,0.0,0.0,0.0,0.0,0,0.99766,0.00233,0.0,0.0,1e-05,0,1.0,0.0,0.0,0.0,0.0,0,0.9941019415855408,0.0024763364344835,0.0011650742962956,6.784954166505486e-05,0.0021887905895709,0,1,0,0,0,0,0,0.9281987604329875,0.056789554547631765,0.0002447235978515297,0.0001024195011150641,0.01466454192041411,3,0.0,0.0,0.0,1.0,0.0
545,4.0,0.5,230,-0.9771003960853456,7.33,4,0.0,0.0,0.0,0.0,1.0,4,0.03289,1e-05,0.00335,1e-05,0.96373,4,0.0,0.0,0.0,0.0,1.0,3,0.0154133029282093,0.0046249530278146,0.0302484966814517,0.8412154316902161,0.1084978356957435,4,0,0,0,0,1,2,0.02899570751891492,0.00012188296016511693,0.8965729620772448,0.02305679485768333,0.051252652585991806,4,0.0,0.0,0.0,0.0,1.0
546,4.0,1.2500000000000002,76,-0.6784830128802379,1.33,4,0.0084,0.0,0.3742,0.0,0.6174,2,0.16316,0.03548,0.54577,0.00263,0.25295,4,0.05,0.0,0.1,0.0,0.85,2,0.0109002767130732,0.0899193584918975,0.8713405132293701,0.0010183475678786,0.0268214885145425,4,0,0,0,0,1,4,0.001936561466283518,1.266576988234077e-05,0.05089936527701566,0.00021305134531135887,0.9469383561415072,4,0.0,0.0,0.18229,0.0,0.81771
547,4.0,1.1500000000000001,803,0.22132254542657515,7.0,4,0.0,0.0,0.1642,0.0,0.8358,4,0.3173,0.00013,0.17301,1e-05,0.50955,4,0.0,0.0,0.04,0.0,0.96,4,0.0022939231712371,9.746188879944384e-05,0.4311127066612243,0.0177993346005678,0.5486965775489807,4,0,0,0,0,1,4,0.4780798531879139,7.717869175121132e-05,0.031373028651818825,0.000214672654109276,0.4902552668144064,1,0.0,1.0,0.0,0.0,0.0
548,3.0,1.6,882,0.8283390325175328,4.33,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,7.91805941844359e-05,0.0001110228840843,0.0008887041476555,0.9988445043563844,7.651455962331966e-05,3,0,0,0,1,0,4,0.001779286311215541,3.280129153311006e-05,0.37495662714014166,0.0035287515158269386,0.6197025337412825,3,0.0,0.0,0.0,1.0,0.0
549,2.0,0.2,801,-0.9187310044153955,4.67,2,0.0058,0.0,0.9942,0.0,0.0,2,1e-05,4e-05,0.99995,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,1,0.0043470025993883,0.5197198987007141,0.4704567193984985,0.0007080626673996,0.0047683645971119,2,0,0,1,0,0,2,3.336517357275047e-05,1.5268655854627436e-05,0.9999191751930576,2.532902917040596e-06,2.9658074598156157e-05,1,0.22917,0.76042,0.010417,0.0,0.0
550,4.0,0.35000000000000003,33,3.0281504044056806,1.67,4,0.0869,0.0,0.0543,0.0,0.8588,4,0.31664,0.01419,0.11246,0.02254,0.53417,4,0.06,0.0,0.05,0.03,0.86,4,0.0023731826804578,1.3903968465456272e-05,0.0025091934949159,0.0002772881125565,0.9948263764381408,4,0,0,0,0,1,4,0.18909866267631595,0.0015603836863788848,0.13161149915165116,0.2883472702088148,0.3893821842768392,4,0.13542,0.072917,0.0,0.0,0.79167
551,0.0,0.05,895,-0.06858454241169054,4.0,0,1.0,0.0,0.0,0.0,0.0,0,0.54521,0.00037,0.22563,2e-05,0.22877,0,1.0,0.0,0.0,0.0,0.0,0,0.9940966367721558,0.0023625714238733,0.0012285748962312,7.330560038099065e-05,0.0022389697842299,0,1,0,0,0,0,4,0.12338155889026736,0.00019306238197315783,0.048805983206059035,0.0001780790355692349,0.8274413164861311,3,0.0,0.0,0.0,1.0,0.0
552,1.0,0.45,531,-0.3432911014657234,1.33,1,0.0092,0.9908,0.0,0.0,0.0,1,0.00013,0.99467,0.00495,0.00025,1e-05,1,0.02,0.75,0.23,0.0,0.0,1,0.0034990503918379,0.9009603261947632,0.0916799306869506,0.0019823119509965,0.0018783202394843,1,0,1,0,0,0,1,0.015535357373708454,0.7057990581814473,0.27807223081497795,0.00013268460615128877,0.00046066902371510034,1,0.47917,0.52083,0.0,0.0,0.0
553,2.0,0.1,723,-2.268353536678246,1.0,2,0.0,0.0,1.0,0.0,0.0,2,0.00015,0.36221,0.63756,6e-05,2e-05,2,0.02,0.42,0.56,0.0,0.0,1,0.0034645965788513,0.8944413661956787,0.0980846807360649,0.0020335095468908,0.0019757326226681,2,0,0,1,0,0,2,8.735777902304969e-05,0.001550355128611436,0.9982893374563007,1.0214497793600285e-05,6.273513827158764e-05,1,0.38542,0.61458,0.0,0.0,0.0
554,2.0,1.7000000000000002,306,-1.5095259652238389,4.33,2,0.0,0.0,1.0,0.0,0.0,2,1e-05,0.0,0.99996,1e-05,2e-05,2,0.0,0.0,0.99,0.01,0.0,2,0.0012209939304739,0.0014993640361353,0.6435592174530029,0.3418596982955932,0.011860741302371,2,0,0,1,0,0,2,6.282502605403067e-05,6.510113989771044e-06,0.9833145641705344,0.016498014045698173,0.00011808664372402492,2,0.0,0.0,1.0,0.0,0.0
555,1.0,0.55,74,0.37551990653269907,1.67,0,0.8711,0.1289,0.0,0.0,0.0,1,0.20475,0.70399,7e-05,0.09114,4e-05,1,0.32,0.68,0.0,0.0,0.0,1,0.0710840597748756,0.9281912446022034,0.0005510706105269,8.358130685337528e-07,0.0001728357019601,1,0,1,0,0,0,1,0.13005830274259456,0.8693743883396007,0.0001322325178011617,5.887871597489207e-05,0.0003761976840288337,3,0.0,0.0,0.0,1.0,0.0
556,0.0,0.5,874,0.7140039138580996,7.33,0,1.0,0.0,0.0,0.0,0.0,0,0.99994,3e-05,1e-05,0.0,2e-05,0,1.0,0.0,0.0,0.0,0.0,0,0.994223415851593,0.0023565897718071,0.0011419042712077,7.067198021104559e-05,0.0022074696607887,0,1,0,0,0,0,1,0.010390299933480843,0.9895900855265412,3.384637179955305e-06,3.911428290778464e-06,1.2318474507290105e-05,0,1.0,0.0,0.0,0.0,0.0
557,0.0,0.6000000000000001,527,0.16014773565357787,7.33,0,1.0,0.0,0.0,0.0,0.0,0,0.99856,0.00098,2e-05,1e-05,0.00044,0,1.0,0.0,0.0,0.0,0.0,0,0.7546294331550598,0.0024181404151022,0.0119355199858546,0.0008732525166124,0.2301435619592666,0,1,0,0,0,0,0,0.8158833253508384,0.00029534983527061795,6.953343921486721e-05,0.00013725653221202287,0.18361453484246407,3,0.0,0.0,0.0,1.0,0.0
558,4.0,0.35000000000000003,493,1.028695985963363,4.33,4,0.0,0.0,0.0,0.0,1.0,4,0.00963,0.0,2e-05,0.0,0.99035,4,0.0,0.0,0.0,0.0,1.0,4,0.0036092612426728,0.0001762186730047,0.0047364700585603,0.0004075026372447,0.9910705089569092,4,0,0,0,0,1,0,0.7923339366109496,0.0045577112396416085,0.023137246431762425,0.004749110786187587,0.1752219949314587,4,0.0,0.0,0.0,0.0,1.0
559,1.0,0.1,515,-0.02368210809190945,1.33,1,0.0876,0.9124,0.0,0.0,0.0,1,0.12855,0.86717,1e-05,0.00425,2e-05,1,0.17,0.83,0.0,0.0,0.0,1,0.1194206699728965,0.8791506886482239,0.0007658283575437,0.0002635979326441,0.0003993098798673,1,0,1,0,0,0,1,0.013512461519736427,0.9864663827651522,5.059712119202451e-06,3.0102654498906e-06,1.308573754256682e-05,0,1.0,0.0,0.0,0.0,0.0
560,2.0,1.0,556,1.14802661093185,1.67,2,0.0058,0.0,0.5695,0.0,0.4247,0,0.35281,8e-05,0.32292,7e-05,0.32412,2,0.01,0.0,0.52,0.0,0.47,2,0.0070996121503412,0.0001332336833002,0.5554510354995728,0.0038586559239774,0.4334574341773987,2,0,0,1,0,0,4,0.1455620987317142,0.0004529863947034752,0.08716292132098095,0.033444010000816565,0.7333779835517846,4,0.0,0.0,0.46354,0.0,0.53646
561,3.0,1.05,738,1.6360017306243182,7.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,1e-05,0.99999,0.0,3,0.0,0.0,0.01,0.99,0.0,3,7.795446435920894e-05,0.0001092544771381,0.0008953865035437,0.9988412261009216,7.616767834406346e-05,3,0,0,0,1,0,3,0.0009002429736057613,3.093566663275664e-05,0.022465047326126385,0.7351136356415163,0.24149013839211897,3,0.0,0.0,0.0,1.0,0.0
562,3.0,1.4000000000000001,666,0.2561135791856527,4.33,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.01,0.99,0.0,3,8.105289452942088e-05,0.0001123534384532,0.0008845069096423,0.9988445043563844,7.763902976876125e-05,3,0,0,0,1,0,3,0.0002209082184684398,9.360886578463901e-06,0.10684505166381496,0.8821160913727187,0.010808587858419365,3,0.0,0.0,0.0,1.0,0.0
563,1.0,0.6500000000000001,256,-0.33977932240898867,4.67,1,0.0286,0.9714,0.0,0.0,0.0,1,0.03522,0.96475,0.0,3e-05,0.0,1,0.01,0.99,0.0,0.0,0.0,1,0.0086276000365614,0.9893224835395812,0.0013912240974605,0.000352096511051,0.0003065419150516,1,0,1,0,0,0,0,0.6179966918446987,0.2698836531514678,0.0007217666241099341,0.00011805788851280884,0.11127983049121085,3,0.0,0.0,0.0,1.0,0.0
564,0.0,0.15000000000000002,275,1.0091562797860725,1.67,1,0.2112,0.7888,0.0,0.0,0.0,1,0.17579,0.82036,0.0,0.00384,1e-05,1,0.18,0.82,0.0,0.0,0.0,1,0.0687681809067726,0.9298349022865297,0.0006490665255114,0.0003315584617666,0.000416274589952,2,0,0,1,0,0,1,0.1009129367854686,0.8990171837759008,2.5904157103814537e-05,9.617130382672718e-06,3.435815114397437e-05,2,0.0,0.0,1.0,0.0,0.0
565,2.0,0.35000000000000003,765,-0.581065794370962,4.33,2,0.0026,0.0,0.9973,0.0,0.0,2,2e-05,3e-05,0.99994,0.0,1e-05,2,0.0,0.0,1.0,0.0,0.0,1,0.0046684122644364,0.5291533470153809,0.4610205888748169,0.000710789929144,0.0044468138366937,2,0,0,1,0,0,2,4.047731538782005e-06,6.649622878154397e-06,0.9999635607138775,2.0179436614017906e-06,2.3723988043966013e-05,2,0.0,0.0,1.0,0.0,0.0
566,4.0,1.55,487,0.08442157083270564,7.0,4,0.0,0.0,0.0,0.0,1.0,4,0.00735,0.0,0.00459,1e-05,0.98804,4,0.0,0.0,0.0,0.0,1.0,4,0.0013964881654828,0.0004508456040639,0.0114485323429107,0.0008893844787962,0.9858147501945496,4,0,0,0,0,1,4,0.09362339928910988,0.0034774982329195147,0.006483270044006453,0.005205196595160211,0.891210635838804,4,0.0,0.0,0.0,0.0,1.0
