,model,alpha,length,diff_coef,loc_error,eduN,eduN_a,eduN_c,eduN_f,eduN_l,eduN_s,UCL,UCL_a,UCL_c,UCL_f,UCL_l,UCL_s,FCI,FCI_a,FCI_c,FCI_f,FCI_l,FCI_s,UPV-MAT,UPV-MAT_a,UPV-MAT_c,UPV-MAT_f,UPV-MAT_l,UPV-MAT_s,Erasmus MC,Erasmus MC_a,Erasmus MC_c,Erasmus MC_f,Erasmus MC_l,Erasmus MC_s,WUST ML A,WUST ML A_a,WUST ML A_c,WUST ML A_f,WUST ML A_l,WUST ML A_s,WUST ML B,WUST ML B_a,WUST ML B_c,WUST ML B_f,WUST ML B_l,WUST ML B_s,BIT,BIT_a,BIT_c,BIT_f,BIT_l,BIT_s,DecBayComp,DecBayComp_a,DecBayComp_c,DecBayComp_f,DecBayComp_l,DecBayComp_s,Valencian Karatekas,Valencian Karatekas_a,Valencian Karatekas_c,Valencian Karatekas_f,Valencian Karatekas_l,Valencian Karatekas_s
498,2.0,0.5,155,-0.5491399832289906,10.0,2,0.23469,0.00246,0.42165,0.00057,0.34063,2,0.1457,0.0,0.6971,0.0,0.1572,4,0.12684852,0.00010895674,0.13141146,0.05799428,0.68363684,4,0.19,0.0,0.35,0.01,0.45,2,0.228628471493721,0.0012078215368092,0.5037978291511536,0.0026462490204721,0.2637195885181427,0,1,0,0,0,0,2,4.6066360021225135e-05,2.4687574579387795e-06,0.997353429226572,7.968534990055337e-07,0.00259723880244977,2,0.0,0.0,0.77604,0.0,0.22396,1,0.1685647942353386,0.7747978924430725,0.01913897269523,0.0216310116897744,0.0158673289365843,3,0.071,0.345,0.033,0.367,0.184
499,4.0,1.0,28,0.8855988640762523,5.5,2,0.23161,0.05866,0.35153,0.04369,0.31452,4,0.0935,0.0,0.2948,0.0,0.6117,2,0.29001135,0.02969998,0.3384294,0.05701553,0.2848437,0,0.33,0.01,0.27,0.11,0.28,2,0.3062579929828644,0.0058612525463104,0.3480397462844848,0.0215663630515337,0.3182746469974518,2,0,0,1,0,0,0,0.7898837820959344,0.026266354005453255,0.09752705240442533,0.001081125086822923,0.08524168640736404,1,0.21354,0.44792,0.22917,0.0,0.10938,1,0.1886725801745527,0.7158932564850725,0.0334443101757238,0.0316670298788554,0.0303228232857953,0,0.438,0.105,0.29,0.008,0.159
500,2.0,0.3,293,1.0369276857112257,1.5,2,3e-05,1e-05,0.99992,0.0,3e-05,2,0.0206,0.0,0.97,0.0,0.0095,2,0.0038175634,0.0062614963,0.9890342,1.0997997e-13,0.000886712,2,0.0,0.0,1.0,0.0,0.0,2,0.0049044024199247,0.046788215637207,0.9428727626800536,0.0014567617326974,0.0039778412319719,2,0,0,1,0,0,2,1.0150991696455467e-05,5.325178627325776e-07,0.99998768972587,9.741729728216339e-08,1.5293472729955363e-06,1,0.39062,0.60938,0.0,0.0,0.0,1,0.1887794423916833,0.6978807634350475,0.0391873802334848,0.0328901382022512,0.0412622757375333,2,0.067,0.058,0.498,0.107,0.27
501,2.0,1.3,881,-0.6744889788159314,5.5,2,0.06854,0.00015,0.89474,7e-05,0.03649,2,0.0001,0.0,0.9999,0.0,0.0,2,0.058075078,3.0668577e-08,0.8692067,0.02169146,0.05102664,2,0.16,0.0,0.66,0.0,0.18,3,0.0204124525189399,0.0003939788148272,0.2277872860431671,0.5061758756637573,0.245230421423912,2,0,0,1,0,0,4,0.0008942570533670304,1.2187423943604658e-05,0.14159738507737454,0.16397267634538112,0.6935234940999334,2,0.0,0.0,0.90104,0.0,0.098958,1,0.1310629657084371,0.8478887295140766,0.0047941945251686,0.0112138711999349,0.0050402390523826,4,0.002,0.095,0.1,0.121,0.682
502,1.0,0.45,996,-0.8655603783821914,1.0,1,0.00359,0.9964,0.0,0.0,0.0,1,0.1368,0.8632,0.0,0.0,0.0,1,0.03408362,0.96591604,2.3859738e-07,1.577583e-18,1.3480147e-07,1,0.36,0.64,0.0,0.0,0.0,1,0.0087863225489854,0.9896017909049988,0.0009898418793454,0.0002308321563759,0.0003913461696356,1,0,1,0,0,0,1,0.005457700881820187,0.9945341172206072,3.2327714306435077e-07,2.568294019550566e-07,7.601791027360174e-06,3,0.0,0.0,0.0,1.0,0.0,1,0.1420003850190788,0.8320698644575333,0.0062005029454791,0.0130994311945301,0.0066298163833784,2,0.148,0.002,0.51,0.187,0.152
503,2.0,1.8,232,-2.7333284953780157,1.5,2,0.00092,0.0,0.99464,0.00328,0.00117,2,0.0,0.0,1.0,0.0,0.0,2,3.3600132e-09,8.833984000000001e-17,0.99999154,8.40469e-06,6.83903e-09,2,0.0,0.0,0.99,0.01,0.0,2,0.0051291598938405,0.0028689680621027,0.9871197938919068,0.001573764369823,0.0033083339221775,2,0,0,1,0,0,3,2.7691112032409303e-05,1.4352240995412084e-06,0.4283633865595187,0.5715954456839589,1.2041420390294465e-05,2,0.0,0.0,1.0,0.0,0.0,1,0.163530437454089,0.7896089357096077,0.0132468528678179,0.0199924840377175,0.0136212899307679,3,0.04,0.016,0.293,0.404,0.246
504,3.0,1.6,875,0.29500549887581834,1.5,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,5.6041716e-14,1.5813326000000001e-21,1.3261134e-09,1.0,4.77885e-14,3,0.0,0.0,0.0,1.0,0.0,3,2.577208078946569e-06,1.0166882020712364e-05,0.0004094491887371,0.9993641972541808,0.000213655817788,3,0,0,0,1,0,3,1.2634834898462335e-06,3.257311720427835e-07,0.0012374190484864443,0.9987576064694744,3.3852673771419074e-06,2,0.0,0.0,1.0,0.0,0.0,3,0.1740271323025629,0.0486667721172957,0.2492972974286663,0.315881565253164,0.212127232898311,0,0.583,0.109,0.254,0.045,0.009
505,1.0,1.0,497,0.08012212966951536,6.0,1,0.00228,0.99772,0.0,0.0,0.0,1,0.0001,0.9999,0.0,0.0,0.0,1,0.00071702566,0.999283,1.5993916e-08,1.7695857000000002e-26,2.6195046e-09,1,0.0,1.0,0.0,0.0,0.0,1,0.0070156385190784,0.990788996219635,0.0009328371961601,0.0006879398715682,0.0005745750386267,1,0,1,0,0,0,1,0.0004648133084959779,0.9995086029273313,6.244594934154344e-07,1.1596141345032556e-06,2.479969054435846e-05,3,0.0,0.0,0.0,1.0,0.0,1,0.1081061062839492,0.881708119013048,0.0016641637922758,0.0064787168281794,0.0020428940825473,1,0.043,0.595,0.287,0.01,0.063
506,1.0,0.9000000000000001,425,0.36068508462330084,5.5,1,0.11245,0.8868,2e-05,0.00069,4e-05,1,0.0095,0.9905,0.0,0.0,0.0,1,0.06632281,0.9335547,4.9291517e-05,1.0320963e-11,7.325129e-05,1,0.13,0.87,0.0,0.0,0.0,1,0.0344495885074138,0.9634613990783693,0.0015317422803491,3.008807652804535e-05,0.0005271685658954,1,0,1,0,0,0,0,0.5519814864746839,0.03789172177481986,0.0010407298993081176,0.0015913195418836557,0.4074947423093044,3,0.0,0.0,0.0,1.0,0.0,1,0.151506742010982,0.8184512424829649,0.0067720383391839,0.014656202514345,0.0086137746525242,3,0.119,0.038,0.21,0.455,0.177
507,2.0,1.9000000000000001,867,-0.2457842342495605,1.0,2,2e-05,0.0,0.99997,0.0,1e-05,2,0.0,0.0,1.0,0.0,0.0,2,2.3118973e-10,4.0797726999999997e-20,0.9999999,9.395028e-08,5.7888316e-10,2,0.0,0.0,1.0,0.0,0.0,2,0.0039682141505181,0.001763020758517,0.9924041628837584,0.0009052917012013,0.0009593603899702,2,0,0,1,0,0,2,2.8852370574761083e-06,2.3991834449750324e-07,0.9999721930294112,2.3817414974792785e-05,8.644002121035415e-07,2,0.0,0.0,1.0,0.0,0.0,1,0.1224292747098913,0.8531470924477516,0.0069538097436787,0.0130794470928594,0.0043903760058188,4,0.061,0.084,0.147,0.337,0.371
508,4.0,1.6,732,1.343252868195337,2.0,4,7e-05,0.0,3e-05,0.0,0.9999,4,0.0,0.0,0.0,0.0,1.0,4,1.3956477e-05,3.0320322e-08,5.550068e-06,7.0268236e-12,0.99998045,4,0.0,0.0,0.0,0.0,1.0,4,0.0046169781126081,0.0003204093663953,0.0020546640735119,0.0007372925756499,0.9922705888748168,4,0,0,0,0,1,2,0.00596788934159288,3.334842072445467e-05,0.9698711387284584,0.004246184198137169,0.01988143931108718,4,0.0,0.0,0.0,0.0,1.0,1,0.196751772393726,0.6814088925899967,0.0394120558527986,0.0362684985370987,0.0461587806263799,2,0.111,0.103,0.463,0.124,0.199
509,1.0,0.3,815,-0.15481361199984797,5.5,1,0.02808,0.97178,0.0,0.00014,0.0,1,0.0072,0.9928,0.0,0.0,0.0,1,0.106876425,0.89312357,1.9316768e-09,1.1496173499999999e-17,8.08859e-09,1,0.07,0.93,0.0,0.0,0.0,1,0.3949871957302093,0.5975391268730164,0.005481669679284,1.996661694647628e-06,0.0019899788312613,1,0,1,0,0,0,1,0.16342779069054483,0.8365601603251089,1.6476491582560163e-06,1.8668986220930776e-06,8.534436565412994e-06,3,0.0,0.0,0.0,1.0,0.0,1,0.1888696842442011,0.7858125247825061,0.0035775211554025,0.0149651961114169,0.0067750737064732,2,0.054,0.193,0.526,0.152,0.075
510,0.0,0.7500000000000001,23,0.6849375649592175,1.5,4,0.27422,0.03875,0.28902,0.06758,0.33042,2,0.2353,0.0,0.3947,0.0,0.37,2,0.13388894,0.07190755,0.3874769,0.050680388,0.35604623,2,0.22,0.04,0.3,0.18,0.26,2,0.1960929930210113,0.0047922446392476,0.6023635864257812,0.004581622313708,0.1921695619821548,4,0,0,0,0,1,0,0.5009198895149738,0.014270402826149855,0.20242145072433076,0.00025121360609523126,0.2821370433284504,0,0.32812,0.16146,0.23438,0.0,0.27604,1,0.2137237918337703,0.5747801092698124,0.073326542343948,0.0491196510113321,0.089049905541137,1,0.275,0.384,0.023,0.012,0.305
511,2.0,1.85,34,0.6855273063630589,1.5,3,0.12631,0.00099,0.30413,0.42708,0.1415,2,0.0,0.0,1.0,0.0,0.0,2,0.0013171888,1.158863e-08,0.8076941,0.19009341,0.00089533825,2,0.0,0.0,0.91,0.09,0.0,2,0.0002574723039288,3.9498325349995866e-05,0.9991462230682372,8.553316001780331e-05,0.0004713429079856,3,0,0,0,1,0,2,6.790745811063398e-05,1.969907129155086e-06,0.9479519546602736,0.051926605182132615,5.1562792354186954e-05,2,0.0,0.0,1.0,0.0,0.0,1,0.216771115217158,0.6952015672223428,0.0204115502284614,0.034490434623208,0.0331253327088296,3,0.103,0.055,0.33,0.451,0.062
512,0.0,0.4,749,-0.8645778303774222,5.5,0,0.63207,0.36688,1e-05,0.00103,1e-05,0,0.9745,0.0255,0.0,0.0,0.0,0,0.5330042,0.4669958,9.116742e-11,1.9285495e-14,9.417763e-09,0,0.87,0.13,0.0,0.0,0.0,0,0.8483645915985107,0.1403280794620514,0.0059567354619503,3.090392795002117e-07,0.0053503359667956,0,1,0,0,0,0,1,0.002197841629410012,0.9978015947856016,1.6520678916420266e-07,6.774031723459339e-08,3.306378819391008e-07,0,1.0,0.0,0.0,0.0,0.0,1,0.1934497760133279,0.7906721632765401,0.0013962873528281,0.0118072119064735,0.00267456145083,0,0.453,0.328,0.014,0.198,0.007
513,4.0,1.1,836,0.00197371007823182,2.0,2,0.31509,6e-05,0.44957,3e-05,0.23525,2,0.3043,0.0,0.4273,0.0,0.2684,2,0.17101242,2.1326206e-05,0.62190396,7.8478e-06,0.20705448,2,0.19,0.0,0.63,0.0,0.18,4,0.1556476950645446,0.0009691297891549,0.1565161645412445,0.0004628369642887,0.6864041090011597,4,0,0,0,0,1,4,0.023612460725562733,0.00010076398442025213,0.02008570360209283,0.0008281305813309371,0.9553729411065931,2,0.0,0.0,0.51042,0.0,0.48958,1,0.143168149644556,0.8310258580053237,0.0057378949585249,0.0131256510506246,0.0069424463409705,3,0.13,0.043,0.217,0.464,0.146
514,3.0,2.0,570,1.22520345468636,6.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.9999,0.0,3,7.769187e-18,7.612342000000001e-28,4.9306744e-12,1.0,8.124535399999999e-19,3,0.0,0.0,0.0,1.0,0.0,3,2.6167515443376037e-06,1.1520594853209332e-05,0.0004368452355265,0.9993324875831604,0.0002164566976716,3,0,0,0,1,0,3,6.406274596114416e-05,3.5995016803997027e-06,0.11331095623980704,0.8865840739395875,3.73075729638105e-05,3,0.0,0.0,0.0,1.0,0.0,1,0.1405759642435703,0.8318103860260705,0.0068517727433126,0.0129528988619284,0.007808978125118,4,0.153,0.265,0.061,0.203,0.318
515,3.0,1.6,399,1.1178958525251577,1.5,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,1.4482827e-11,1.380577e-16,9.08928e-08,0.9999999,2.7079786e-11,3,0.0,0.0,0.0,1.0,0.0,3,2.5805493351072077e-06,1.0395598110335412e-05,0.0004163987468928,0.9993590712547302,0.0002116098912665,3,0,0,0,1,0,3,3.952842704548232e-08,1.6071207828856054e-09,5.983689665980501e-07,0.9999992724445724,8.805091348308384e-08,2,0.0,0.0,1.0,0.0,0.0,1,0.1805173380844839,0.7626274400664926,0.0152385580406923,0.0227810631904301,0.018835600617901,0,0.619,0.013,0.145,0.118,0.104
516,3.0,1.4000000000000001,473,0.31213586856967973,6.0,3,1e-05,0.0,1e-05,0.99998,0.0,3,0.0,0.0,0.0001,0.9999,0.0,3,1.1942375e-10,4.3652420000000006e-17,1.3178833e-07,0.9999999,6.1083465e-11,3,0.0,0.0,0.0,1.0,0.0,3,2.602690983621869e-06,1.0122118510480504e-05,0.000408909341786,0.9993624091148376,0.0002159689029213,3,0,0,0,1,0,3,4.030159434619829e-07,5.445097704096839e-08,0.00495843654875604,0.9950405946249052,5.113594176655469e-07,3,0.0,0.0,0.0,1.0,0.0,1,0.1364947057271497,0.8426826449515625,0.0039349490268193,0.0113684881205271,0.0055192121739412,1,0.006,0.556,0.056,0.147,0.235
517,0.0,0.15000000000000002,736,0.37422542444332224,1.5,0,0.99966,0.00025,1e-05,1e-05,8e-05,0,0.9969,0.0031,0.0,0.0,0.0,0,0.9767263,0.023273628,1.310065e-10,1.1467434e-11,6.340594e-08,0,1.0,0.0,0.0,0.0,0.0,0,0.9843223690986632,0.0078438119962811,0.0032597098033875,8.021393682611233e-07,0.0045731808058917,0,1,0,0,0,0,0,0.9356886699177757,0.06430455475786362,1.4486300678557965e-06,1.743755318203185e-07,5.15231876066288e-06,2,0.0,0.0,0.95313,0.0,0.046875,1,0.1774629670351741,0.7664704538451399,0.0164437809951799,0.0217385210570903,0.0178842770674154,3,0.001,0.152,0.2,0.432,0.214
518,4.0,1.7500000000000002,955,-1.8273260660936568,5.5,4,6e-05,0.0,1e-05,0.0,0.99993,4,0.0006,0.0,0.0,0.0,0.9994,4,0.0028965978,7.69387e-06,0.0025214795,3.2742525e-07,0.9945739,4,0.0,0.0,0.0,0.0,1.0,4,0.0066188662312924,0.0004225414304528,0.0025550327263772,0.0005794586613774,0.989824116230011,0,1,0,0,0,0,4,0.06116081518134212,0.0001354380239855553,0.003923041205835975,9.579234096910356e-05,0.9346849132478674,4,0.0,0.0,0.0,0.0,1.0,1,0.173443006343872,0.7819639593736677,0.0118787115388363,0.019384257192719,0.0133300655509048,2,0.089,0.21,0.338,0.263,0.099
519,0.0,0.25,862,0.7008585334250331,5.5,0,0.99993,0.0,4e-05,0.0,3e-05,0,1.0,0.0,0.0,0.0,0.0,0,0.9999765,2.3461847e-05,6.875484500000001e-16,5.294656700000001e-22,1.2029366e-12,0,1.0,0.0,0.0,0.0,0.0,0,0.9881157875061036,0.0045917392708361,0.0025579808279871,8.408050007346901e-07,0.0047335582785308,0,1,0,0,0,0,1,0.010202229950758103,0.9897378200193568,6.928008828647357e-06,1.7817184570423836e-06,5.1240302598938e-05,3,0.0,0.0,0.0,1.0,0.0,1,0.1887502300956267,0.7062807400006467,0.0360882745250575,0.0326311060639175,0.0362496493147515,2,0.075,0.142,0.602,0.073,0.108
520,3.0,1.4500000000000002,989,-0.9195942221618528,10.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,1.2216714e-19,7.21005e-29,1.9363962e-13,1.0,4.0549968e-19,3,0.0,0.0,0.0,1.0,0.0,3,2.661382040969329e-06,1.0295746506017169e-05,0.0004138297226745,0.99935382604599,0.0002193088439526,3,0,0,0,1,0,3,5.7853197978122084e-08,3.097096384045532e-09,2.1787350978705946e-06,0.9999976941423043,6.617230286634488e-08,3,0.0,0.0,0.0,1.0,0.0,4,0.2691555315729299,0.1913804069609261,0.1842782174195269,0.081745620526714,0.273440223519903,2,0.119,0.118,0.43,0.19,0.143
521,0.0,0.7000000000000001,167,2.185666457484913,1.0,0,0.66905,0.00155,0.07385,0.00011,0.25544,0,1.0,0.0,0.0,0.0,0.0,0,0.7733593,0.0014021179,0.038559135,1.880613e-05,0.18666059,0,0.99,0.0,0.0,0.0,0.01,0,0.9855585098266602,0.0046273898333311,0.0017570912605151,0.000773282314185,0.0072837942279875,2,0,0,1,0,0,4,0.017395231227044297,8.322993159867414e-05,0.014701900340822423,0.00025532187270384195,0.9675643166278307,1,0.0,1.0,0.0,0.0,0.0,1,0.2231586771563404,0.4447992581819288,0.1275908864020526,0.0437369890389726,0.1607141892207053,1,0.137,0.425,0.088,0.137,0.213
522,1.0,0.2,910,-0.4953610264501404,6.0,1,0.22446,0.76476,0.0,0.01076,1e-05,1,0.1661,0.8339,0.0,0.0,0.0,1,0.32018843,0.6798115,1.4740045e-10,2.6631225e-10,6.566441e-08,0,0.61,0.39,0.0,0.0,0.0,1,0.3383826315402984,0.6544753313064575,0.0054620341397821,2.5107724468398374e-06,0.0016775038093328,1,0,1,0,0,0,1,0.20750767585000884,0.7924754439095503,1.0806137735884445e-05,3.342466355267091e-06,2.7316363498376494e-06,0,1.0,0.0,0.0,0.0,0.0,1,0.1870146346121524,0.7913491500677482,0.0027122538650405,0.013273238612278,0.0056507228427806,3,0.215,0.054,0.132,0.427,0.172
523,2.0,1.5000000000000002,308,-0.5664931713820004,2.0,2,0.0015,0.0,0.99627,6e-05,0.00217,2,0.0,0.0,1.0,0.0,0.0,2,1.0571517e-05,3.301624e-12,0.999913,3.8264325e-06,7.2587274e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.0044070021249353,0.0019060975173488,0.991957664489746,0.0007314152899198,0.0009978750022128,2,0,0,1,0,0,2,6.000900028806509e-05,3.2652504258717684e-06,0.9735965742226864,0.026314618651901125,2.553287469841949e-05,2,0.0,0.0,1.0,0.0,0.0,1,0.1925534198279513,0.7137256328908895,0.0267997998935413,0.0314644903923027,0.0354566569953148,3,0.232,0.281,0.002,0.316,0.169
524,0.0,0.4,533,-0.4060050452348867,5.5,0,0.99977,0.00015,2e-05,3e-05,3e-05,0,1.0,0.0,0.0,0.0,0.0,0,0.9999275,7.250344e-05,2.4770545e-15,1.1399970999999999e-18,2.6461748e-09,0,1.0,0.0,0.0,0.0,0.0,0,0.9880967140197754,0.004492521751672,0.002491818042472,8.633269317215309e-07,0.004918138962239,0,1,0,0,0,0,0,0.9894710850751507,0.010253771485949886,1.922356209714081e-06,1.5000495696187916e-06,0.0002717210331198916,0,1.0,0.0,0.0,0.0,0.0,1,0.1036504189393628,0.8842083993625235,0.0028010178829328,0.0071320091342311,0.0022081546809498,4,0.243,0.017,0.003,0.0,0.737
525,4.0,1.2000000000000002,312,0.7041212026176307,6.0,4,0.3013,7e-05,0.33672,3e-05,0.36188,0,1.0,0.0,0.0,0.0,0.0,4,0.12293541,5.022598e-05,0.1135147,2.292856e-05,0.7634768,4,0.29,0.0,0.35,0.0,0.36,2,0.3047173023223877,0.00139727210626,0.5034288167953491,0.0002664774365257,0.1901901364326477,0,1,0,0,0,0,4,0.030872159973224303,2.8384696918109588e-05,0.011925569455041194,2.4298016611745237e-05,0.9571495878582045,4,0.0,0.0,0.14583,0.0,0.85417,1,0.1928148096600666,0.6680734635178929,0.0482020110307563,0.039125038888535,0.0517846769027489,0,0.557,0.044,0.051,0.1,0.247
526,4.0,0.7000000000000001,269,0.1761697627888704,10.0,4,0.07018,1e-05,0.00028,1e-05,0.92952,4,0.0041,0.0,0.0,0.0,0.9959,4,0.01327281,2.908969e-07,0.0007133157,2.6281264e-06,0.986011,4,0.01,0.0,0.0,0.0,0.99,4,0.2501766681671142,0.0009594687144272,0.0180816873908042,0.0020201450679451,0.7287620306015015,2,0,0,1,0,0,4,0.20388756339244904,0.0002314431480633036,0.1904055683258076,0.15025762800573464,0.4552177971279455,4,0.0,0.0,0.0,0.0,1.0,1,0.1827586659580993,0.7579611395539656,0.0162684136875503,0.0225401038789249,0.0204716769214597,1,0.198,0.423,0.002,0.001,0.376
527,2.0,1.35,828,-0.7662645424655627,5.5,2,2e-05,0.0,0.99997,0.0,1e-05,2,0.0,0.0,1.0,0.0,0.0,2,8.9246416e-05,2.3917949e-12,0.9997776,5.7363628e-05,7.585942e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.0045093181543052,0.0018722892273217,0.991813063621521,0.000777828739956,0.0010274568339809,2,0,0,1,0,0,3,2.2250586729205534e-06,1.1742421454570996e-07,0.0018364673962377744,0.998157552031112,3.6380897627404392e-06,2,0.041667,0.0,0.95833,0.0,0.0,1,0.1781912401115065,0.744827014566267,0.026649342968157,0.0268984132049685,0.0234339891491008,2,0.072,0.293,0.303,0.239,0.094
528,0.0,0.9000000000000001,438,-0.8345909612636582,1.0,1,0.07224,0.92769,0.0,7e-05,0.0,0,0.6268,0.3732,0.0,0.0,0.0,0,0.8439424,0.15605567,1.1796881e-07,1.5886271e-12,1.7882162e-06,1,0.04,0.96,0.0,0.0,0.0,0,0.9878116250038148,0.0049086571671068,0.0025377434212714,8.067234489317343e-07,0.0047410768456757,0,1,0,0,0,0,1,0.1010612456666202,0.8985183175489253,4.871531106391543e-06,1.68954108294331e-05,0.0003986698425186724,3,0.0,0.0,0.0,1.0,0.0,1,0.1896373809138778,0.7731353862001681,0.0065586525448354,0.0177087554790071,0.0129598248621115,1,0.033,0.606,0.166,0.163,0.031
529,2.0,1.1,334,-2.325578772517691,1.5,4,0.32286,8e-05,0.24246,0.00015,0.43445,2,0.3081,0.0,0.3799,0.0,0.312,4,0.11115552,4.0885563e-05,0.21868101,0.00010461605,0.67001796,4,0.21,0.0,0.26,0.02,0.51,2,0.2210605889558792,0.0014542166609317,0.4827432334423065,0.0005375260370783,0.2942043840885162,4,0,0,0,0,1,4,0.316602776912673,0.00010743584548103298,0.13405946749571243,0.04422263689681455,0.505007682849319,4,0.0,0.0,0.42187,0.0,0.57813,1,0.1561762235351247,0.8012862569816681,0.0127770239968264,0.0178321187909506,0.0119283766954301,3,0.343,0.04,0.053,0.467,0.098
530,0.0,0.1,796,-0.7399489367553557,6.0,0,0.84105,0.14338,1e-05,0.01549,7e-05,0,0.9789,0.0211,0.0,0.0,0.0,0,0.9998995,0.00010044468,1.0503453999999999e-33,8.678592e-25,3.55957e-24,0,0.55,0.45,0.0,0.0,0.0,0,0.988252580165863,0.0045451330952346,0.0024656988680362,8.382671126128116e-07,0.0047356477007269,1,0,1,0,0,0,0,0.7768989667031065,0.22306216293161507,7.002767802903612e-06,2.9491211212572453e-06,2.891847635428183e-05,0,1.0,0.0,0.0,0.0,0.0,1,0.2236134993728738,0.7619613345392423,0.0010253908042102,0.0112041092947337,0.0021956659889397,1,0.021,0.428,0.277,0.262,0.011
531,0.0,0.8,159,0.7004007531999968,1.0,1,0.26509,0.73111,3e-05,0.00376,1e-05,1,0.0631,0.9369,0.0,0.0,0.0,1,0.20257184,0.79742426,7.294081e-07,2.1224373e-11,3.1758948e-06,1,0.28,0.72,0.0,0.0,0.0,1,0.1343745440244674,0.8592020869255066,0.0050995536148548,0.0002613446267787,0.0010624910937622,1,0,1,0,0,0,1,0.00032363481851951773,0.999675848927354,1.2848558147063524e-07,2.0694474348075867e-07,1.8082380200310986e-07,1,0.0,1.0,0.0,0.0,0.0,1,0.208276412545163,0.6724135170025917,0.0358778066065072,0.0361162970014547,0.0473159668442831,3,0.122,0.044,0.178,0.519,0.137
532,0.0,1.0,633,0.34628204748351465,6.0,0,0.93912,0.00011,0.02403,0.0,0.03674,0,1.0,0.0,0.0,0.0,0.0,0,0.94250345,6.751704e-05,0.0013380346,1.6651789e-07,0.056090828,0,0.78,0.0,0.02,0.0,0.2,0,0.9877722263336182,0.0045277811586856,0.0026489808224141,9.280816470891297e-07,0.0050501655787229,4,0,0,0,0,1,2,0.013773149579202943,8.286133941913594e-05,0.6265939972859254,0.006684600660453312,0.3528653911349994,4,0.0,0.33333,0.0,0.0,0.66667,1,0.1500206289461949,0.8116396094786335,0.0117232905799452,0.0167312915380871,0.0098851794571391,3,0.279,0.234,0.087,0.345,0.055
533,1.0,0.6000000000000001,32,-1.474017284118469,10.0,1,0.13787,0.68755,9e-05,0.17429,0.00019,1,0.0001,0.9999,0.0,0.0,0.0,1,0.23040654,0.7693508,7.479059e-05,1.9191726e-08,0.00016793111,1,0.04,0.96,0.0,0.0,0.0,1,0.0059766736812889,0.993047297000885,0.0007808351656422,4.824082679988351e-06,0.0001903034426504,1,0,1,0,0,0,1,0.0026168419063727143,0.9973631099843072,1.0661116737550492e-05,4.591998828942317e-06,4.79499375336915e-06,1,0.0,1.0,0.0,0.0,0.0,1,0.1857786661538207,0.7687626684161408,0.009153984035383,0.0213931162180273,0.0149115651766281,1,0.233,0.594,0.035,0.059,0.08
534,1.0,0.7000000000000001,263,0.5555333743992354,5.5,1,0.07296,0.92702,0.0,2e-05,0.0,1,0.0073,0.9927,0.0,0.0,0.0,1,0.15893751,0.8408632,0.00013641996,8.6792636e-11,6.287326e-05,1,0.04,0.96,0.0,0.0,0.0,1,0.4301243424415588,0.56203293800354,0.0048475456424057,0.000215795400436,0.0027793578337877,1,0,1,0,0,0,1,0.08838878954901616,0.9112455422618645,6.86210155141257e-05,2.558868146556e-06,0.00029448830545865195,3,0.0,0.0,0.0,1.0,0.0,1,0.1899721256688968,0.786941060609261,0.0030074948437222,0.0145724309768554,0.0055068879012646,2,0.175,0.309,0.501,0.006,0.009
535,4.0,0.7000000000000001,531,-2.442419625618452,2.0,4,0.02684,1e-05,0.00065,0.0,0.97249,4,0.0034,0.0,0.0,0.0,0.9966,4,0.09124896,1.5790755e-06,0.0020747979,1.797918e-07,0.9066745,4,0.0,0.0,0.0,0.0,1.0,4,0.027221355587244,0.0001176633086288,0.0020731021650135,0.0004609591851476,0.9701269268989564,4,0,0,0,0,1,4,0.012077997619132698,9.343679474189934e-05,0.003074151314303451,0.0002408924371481113,0.9845135218346736,4,0.0,0.0,0.015625,0.0,0.98438,1,0.1378821121380316,0.8332643678637239,0.0083910701264983,0.0138473012797593,0.0066151485919865,3,0.324,0.236,0.004,0.363,0.072
536,1.0,0.6500000000000001,244,0.902627700203427,6.0,1,0.00144,0.99855,0.0,1e-05,0.0,1,0.0,1.0,0.0,0.0,0.0,1,0.0018129408,0.998187,1.0940611e-11,6.3535756e-33,3.737794e-12,1,0.0,1.0,0.0,0.0,0.0,1,0.007493048440665,0.9899544715881348,0.0018236017785966,0.000178102243808,0.0005507653695531,1,0,1,0,0,0,1,8.007732932082224e-05,0.9999197215164266,4.999356895074324e-08,1.6125866591686724e-08,1.3503481645061402e-07,3,0.0,0.0,0.0,1.0,0.0,1,0.1476024356293508,0.824920331327736,0.0062025407939783,0.013202497464924,0.0080721947840107,0,0.396,0.173,0.189,0.09,0.152
